一万	yiwj
记载	jizd
记过	jigo
记错	jico
讲台	jltd
讲坛	jltj
讲座	jlzo
讲演	jlyj
讲稿	jlgc
讲究	jljq
讲解	jljp
讲讲	jljl
讲话	jlhx
讲课	jlke
讲过	jlgo
讲述	jluu
讲错	jlco
讴歌	ouge
许下	xuxx
许久	xujq
许可	xuke
许多	xudo
许愿	xuyr
许昌	xuih
许诺	xuno
许配	xupw
讹诈	eeva
论坛	lytj
论战	lyvj
论据	lyju
论文	lywf
论断	lydr
论点	lydm
论罪	lyzv
论著	lyvu
论证	lyvg
论语	lyyu
论说	lyuo
论调	lydn
论辩	lybm
论述	lyuu
论题	lyti
讽刺	fgci
设为	ueww
设卡	ueqx
设备	uebw
设定	uedk
设宴	ueyj
设局	ueju
设想	uexl
设成	ueig
设施	ueui
设法	uefa
设点	uedm
设立	ueli
设置	uevi
设计	ueji
设防	uefh
访友	fhyz
访谈	fhtj
访问	fhwf
诀别	jtbp
诀窍	jtqn
证书	vguu
证人	vgrf
证件	vgjm
证券	vgqr
证据	vgju
证明	vgmk
证词	vgci
评上	pkuh
评价	pkjx
评估	pkgu
评出	pkiu
评分	pkff
评判	pkpj
评卷	pkjr
评委	pkww
评定	pkdk
评审	pkuf
评注	pkvu
评测	pkce
评点	pkdm
评理	pkli
评级	pkji
评议	pkyi
评论	pkly
评评	pkpk
评语	pkyu
评说	pkuo
评述	pkuu
评选	pkxr
评阅	pkyt
诅咒	zuvz
识别	uibp
识破	uipo
识货	uiho
诈降	vaxl
诈骗	vapm
诉求	suqq
诉苦	suku
诉讼	suss
诉说	suuo
诉诸	suvu
诊所	vfso
诊断	vfdr
诊疗	vfln
诊费	vffw
诋毁	dihv
词义	ciyi
词典	cidm
词库	ciku
词条	citn
词汇	cihv
词穷	ciqs
词组	cizu
词缀	civv
词语	ciyu
词频	cipb
译稿	yigc
诓骗	klpm
试下	uixx
试了	uile
试卷	uijr
试图	uitu
试婚	uihy
试探	uitj
试播	uibo
试点	uidm
试管	uigr
试过	uigo
试验	uiyj
诗人	uirf
诗句	uiju
诗抄	uiic
诗歌	uige
诗篇	uipm
诗词	uici
诗选	uixr
诘责	jpze
诙谐	hvxp
诚如	igru
诚征	igvg
诚心	igxb
诚恳	igkf
诚意	igyi
诚招	igvc
诚挚	igvi
诚然	igrj
话别	hxbp
话剧	hxju
话务	hxwu
话唠	hxlc
话筒	hxts
话语	hxyu
话说	hxuo
话音	hxyb
话题	hxti
诞生	djug
诞辰	djif
诟病	gzbk
诠释	qrui
诡异	gvyi
诡秘	gvmi
诡诈	gvva
诡谲	gvjt
诡辩	gvbm
询问	xywf
该当	gddh
该死	gdsi
该说	gduo
详情	xlqk
详略	xllt
详细	xlxi
详述	xluu
诧异	iayi
诨号	hyhc
诬告	wugc
诬蔑	wump
语句	yuju
语塞	yuse
语序	yuxu
语录	yulu
语态	yutd
语文	yuwf
语气	yuqi
语法	yufa
语病	yubk
语言	yuyj
语调	yudn
语速	yusu
语音	yuyb
误会	wuhv
误传	wuir
误伤	wuuh
误判	wupj
误区	wuqu
误导	wudc
误差	wuia
误报	wubc
误解	wujp
误诊	wuvf
诱人	yzrf
诱发	yzfa
诱因	yzyb
诱导	yzdc
诱惑	yzho
诱拐	yzgk
诱骗	yzpm
诳语	klyu
说下	uoxx
说中	uovs
说书	uouu
说了	uole
说些	uoxp
说亲	uoqb
说出	uoiu
说动	uods
说句	uoju
说吧	uoba
说唱	uoih
说啥	uoua
说声	uoug
说好	uohc
说媒	uomw
说完	uowj
说客	uoke
说开	uokd
说情	uoqk
说戏	uoxi
说成	uoig
说教	uojn
说明	uomk
说服	uofu
说来	uold
说法	uofa
说理	uoli
说着	uove
说破	uopo
说穿	uoir
说笑	uoxn
说给	uogw
说话	uohx
说说	uouo
说谎	uohl
说起	uoqi
说辞	uoci
说过	uogo
说道	uodc
说错	uoco
说项	uoxl
诵经	ssjk
诵读	ssdu
请假	qkjx
请勿	qkwu
请坐	qkzo
请安	qkan
请客	qkke
请帖	qktp
请教	qkjn
请柬	qkjm
请求	qkqq
请看	qkkj
请示	qkui
请辞	qkci
请进	qkjb
请问	qkwf
诸位	vuww
诸侯	vuhz
诸多	vudo
诸如	vuru
诸葛	vuge
诺言	noyj
读书	duuu
读了	dule
读写	duxp
读卡	duka
读取	duqu
读完	duwj
读懂	duds
读报	dubc
读本	dubf
读物	duwu
读盘	dupj
读研	duyj
读者	duve
读错	duco
读音	duyb
诽谤	fwbh
课前	keqm
课后	kehz
课堂	keth
课外	kewd
课文	kewf
课本	kebf
课桌	kevo
课程	keig
课表	kebn
课题	keti
谁会	uvhv
谁会	uwhv
谁将	uvjl
谁将	uwjl
谁怕	uvpa
谁怕	uwpa
谁想	uwxl
谁敢	uvgj
谁敢	uwgj
谁有	uvyz
谁有	uwyz
谁知	uwvi
谁肯	uvkf
谁肯	uwkf
谁能	uvng
谁能	uwng
谁要	uvyc
谁要	uwyc
谁说	uvuo
谁说	uwuo
调价	tnjx
调任	dnrf
调休	tnxq
调低	tndi
调侃	tnkj
调停	tntk
调入	dnru
调兵	dnbk
调养	tnyh
调准	tnvy
调出	dniu
调制	tnvi
调剂	tnji
调动	dnds
调匀	tnyy
调味	tnww
调和	tnhe
调回	dnhv
调子	dnzi
调序	tnxu
调度	dndu
调情	tnqk
调戏	tnxi
调成	tnig
调拨	dnbo
调换	dnhr
调控	tnks
调教	tnjn
调整	tnvg
调料	tnln
调来	dnld
调查	dnia
调档	dndh
调派	dnpd
调理	tnli
调用	dnys
调皮	tnpi
调研	dnyj
调离	dnli
调羹	tngg
调职	dnvi
调色	tnse
调节	tnjp
调试	tnui
调谐	tnxp
调走	dnzz
调速	tnsu
调遣	dnqm
调配	tnpw
调酒	tnjq
调门	dnmf
调阅	dnyt
调集	dnji
调频	tnpb
调高	tngc
谄媚	ijmw
谅解	lljp
谈判	tjpj
谈到	tjdc
谈及	tjji
谈天	tjtm
谈妥	tjto
谈情	tjqk
谈论	tjly
谈话	tjhx
谈谈	tjtj
谈过	tjgo
谋划	mzhx
谋反	mzfj
谋士	mzui
谋害	mzhd
谋杀	mzua
谋求	mzqq
谋生	mzug
谋略	mzlt
谋私	mzsi
谋职	mzvi
谋面	mzmm
谍报	dpbc
谎报	hlbc
谎称	hlig
谎言	hlyj
谎话	hlhx
谐谑	xpxt
谐音	xpyb
谗言	ijyj
谙熟	anuu
谜团	mitr
谜底	midi
谜案	mian
谜语	miyu
谜题	miti
谢了	xple
谢客	xpke
谢幕	xpmu
谢恩	xpen
谢绝	xpjt
谢罪	xpzv
谢谢	xpxp
谣传	ycir
谣言	ycyj
谦和	qmhe
谦恭	qmgs
谦虚	qmxu
谦让	qmrh
谦逊	qmxy
谨慎	jbuf
谨防	jbfh
谩骂	mjma
谬论	mqly
谬误	mqwu
谱写	puxp
谱曲	puqu
谴责	qmze
谷仓	guch
谷子	guzi
谷歌	guge
谷雨	guyu
豁免	homm
豁然	horj
豁达	hoda
豆奶	dznd
豆子	dzzi
豆沙	dzua
豆浆	dzjl
豆瓣	dzbj
豆类	dzlw
豆粉	dzff
豆腐	dzfu
豆花	dzhx
豆芽	dzya
豆苗	dzmn
豆蔻	dzkz
豆角	dzjn
豆豆	dzdz
豆豉	dzii
豌豆	wjdz
象形	xlxk
象征	xlvg
象牙	xlya
豢养	hryh
豪侠	hcxx
豪华	hchx
豪宅	hcvd
豪情	hcqk
豪放	hcfh
豪杰	hcjp
豪爽	hcul
豪迈	hcmd
豪门	hcmf
豪饮	hcyb
豺狼	idlh
貂皮	dnpi
貂蝉	dnij
貌似	mcsi
貌相	mcxl
貌若	mcro
貔貅	pixq
贝勒	bwle
贝塔	bwta
贝壳	bwke
贝宁	bwnk
贞操	vfcc
贞洁	vfjp
负伤	fuuh
负债	fuvd
负心	fuxb
负担	fudj
负疚	fujq
负责	fuze
负载	fuzd
负面	fumm
贡品	gspb
贡嘎	gsga
贡献	gsxm
贡酒	gsjq
财主	cdvu
财产	cdij
财会	cdkk
财力	cdli
财务	cdwu
财团	cdtr
财宝	cdbc
财富	cdfu
财政	cdvg
财神	cduf
财税	cduv
财经	cdjk
财贸	cdmc
财路	cdlu
责令	zelk
责任	zerf
责备	zebw
责怪	zegk
责成	zeig
责打	zeda
责罚	zefa
责问	zewf
责难	zenj
责骂	zema
贤弟	xmdi
贤惠	xmhv
贤能	xmng
贤臣	xmif
败仗	bdvh
败军	bdjy
败坏	bdhk
败家	bdjx
败局	bdju
败招	bdvc
败笔	bdbi
败类	bdlw
败给	bdgw
败绩	bdji
败落	bdlo
败诉	bdsu
败走	bdzz
败退	bdtv
败阵	bdvf
账册	vhce
账务	vhwu
账单	vhdj
账号	vhhc
账套	vhtc
账户	vhhu
账房	vhfh
账本	vhbf
账款	vhkr
账目	vhmu
账簿	vhbu
账面	vhmm
账龄	vhlk
货主	hovu
货品	hopb
货币	hobi
货架	hojx
货柜	hogv
货样	hoyh
货款	hokr
货源	hoyr
货物	howu
货舱	hoch
货船	hoir
货色	hose
货轮	holy
货运	hoyy
质变	vibm
质地	vidi
质感	vigj
质押	viya
质朴	vipu
质疑	viyi
质询	vixy
质量	vill
贩假	fjjx
贩卖	fjmd
贩子	fjzi
贩毒	fjdu
贩运	fjyy
贪吃	tjii
贪嘴	tjzv
贪图	tjtu
贪婪	tjlj
贪官	tjgr
贪心	tjxb
贪念	tjnm
贪恋	tjlm
贪杯	tjbw
贪欲	tjyu
贪污	tjwu
贪玩	tjwj
贪腐	tjfu
贪色	tjse
贪财	tjcd
贪赃	tjzh
贫乏	pbfa
贫僧	pbsg
贫嘴	pbzv
贫困	pbky
贫富	pbfu
贫寒	pbhj
贫民	pbmb
贫瘠	pbji
贫穷	pbqs
贫苦	pbku
贫血	pbxt
贫贱	pbjm
贬义	bmyi
贬低	bmdi
贬值	bmvi
贬损	bmsy
购书	gzuu
购买	gzmd
购房	gzfh
购物	gzwu
购置	gzvi
购车	gzie
购进	gzjb
购销	gzxn
贮存	vucy
贮藏	vuch
贯彻	grie
贯穿	grir
贯通	grts
贱内	jmnw
贱卖	jmmd
贱民	jmmb
贴出	tpiu
贴切	tpqp
贴吧	tpba
贴图	tptu
贴在	tpzd
贴心	tpxb
贴息	tpxi
贴水	tpuv
贴现	tpxm
贴着	tpve
贴膜	tpmo
贴补	tpbu
贴身	tpuf
贴近	tpjb
贴钱	tpqm
贴面	tpmm
贵了	gvle
贵人	gvrf
贵妃	gvfw
贵姓	gvxk
贵客	gvke
贵宾	gvbb
贵州	gvvz
贵庚	gvgg
贵族	gvzu
贵贱	gvjm
贵重	gvvs
贵阳	gvyh
贷款	ddkr
贸易	mcyi
贸然	mcrj
费事	fwui
费力	fwli
费劲	fwjb
费心	fwxb
费油	fwyz
费率	fwlv
费用	fwys
费电	fwdm
费神	fwuf
费解	fwjp
费钱	fwqm
贺卡	heka
贺喜	hexi
贺岁	hesv
贺电	hedm
贺词	heci
贼亮	zwll
贼人	zwrf
贼寇	zwkz
贼心	zwxb
贼眼	zwyj
贼窝	zwwo
贼胆	zwdj
贼船	zwir
贼赃	zwzh
贿赂	hvlu
赃官	zhgr
赃款	zhkr
赃物	zhwu
资产	ziij
资料	ziln
资方	zifh
资本	zibf
资格	zige
资源	ziyr
资质	zivi
资费	zifw
资金	zijb
赈灾	vfzd
赊欠	ueqm
赊销	uexn
赋予	fuyu
赋税	fuuv
赌债	duvd
赌博	dubo
赌咒	duvz
赌场	duih
赌徒	dutu
赌桌	duvo
赌棍	dugy
赌气	duqi
赌注	duvu
赌球	duqq
赌窝	duwo
赌钱	duqm
赌鬼	dugv
赎回	uuhv
赎金	uujb
赏光	uhgl
赏析	uhxi
赏罚	uhfa
赏花	uhhx
赐予	ciyu
赐教	cijn
赐福	cifu
赐给	cigw
赔了	pwle
赔偿	pwih
赔掉	pwdn
赔本	pwbf
赔款	pwkr
赔率	pwlv
赔礼	pwli
赔罪	pwzv
赔钱	pwqm
赖以	ldyi
赖皮	ldpi
赖账	ldvh
赘肉	vvrz
赘言	vvyj
赚了	vrle
赚取	vrqu
赚点	vrdm
赚钱	vrqm
赛事	sdui
赛况	sdkl
赛制	sdvi
赛前	sdqm
赛区	sdqu
赛后	sdhz
赛场	sdih
赛季	sdji
赛扬	sdyh
赛文	sdwf
赛期	sdqi
赛段	sddr
赛程	sdig
赛艇	sdtk
赛跑	sdpc
赛车	sdie
赛过	sdgo
赛道	sddc
赛马	sdma
赝品	yjpb
赞助	zjvu
赞叹	zjtj
赞同	zjts
赞成	zjig
赞扬	zjyh
赞歌	zjge
赞美	zjmw
赞誉	zjyu
赞许	zjxu
赞赏	zjuh
赞颂	zjss
赠予	zgyu
赠券	zgqr
赠品	zgpb
赠礼	zgli
赠票	zgpn
赠言	zgyj
赠送	zgss
赠阅	zgyt
赢了	ykle
赢取	ykqu
赢回	ykhv
赢家	ykjx
赢得	ykde
赣州	gjvz
赤壁	iibi
赤字	iizi
赤手	iiuz
赤红	iihs
赤脚	iijn
赤膊	iibo
赤裸	iilo
赤足	iizu
赤身	iiuf
赦免	uemm
赧然	njrj
赫然	herj
走上	zzuh
走了	zzle
走人	zzrf
走位	zzww
走低	zzdi
走俏	zzqn
走光	zzgl
走入	zzru
走兽	zzuz
走出	zziu
走到	zzdc
走动	zzds
走势	zzui
走去	zzqu
走台	zztd
走向	zzxl
走吧	zzba
走啦	zzla
走好	zzhc
走完	zzwj
走廊	zzlh
走开	zzkd
走弱	zzro
走强	zzql
走得	zzde
走散	zzsj
走来	zzld
走样	zzyh
走步	zzbu
走漏	zzlz
走火	zzho
走狗	zzgz
走眼	zzyj
走着	zzve
走神	zzuf
走私	zzsi
走稳	zzwf
走红	zzhs
走访	zzfh
走读	zzdu
走走	zzzz
走起	zzqi
走路	zzlu
走软	zzrr
走过	zzgo
走运	zzyy
走进	zzjb
走远	zzyr
走遍	zzbm
走题	zzti
走高	zzgc
赴京	fujk
赴会	fuhv
赴约	fuyt
赴美	fumw
赶上	gjuh
赶去	gjqu
赶回	gjhv
赶在	gjzd
赶场	gjih
赶奔	gjbf
赶巧	gjqn
赶往	gjwh
赶忙	gjmh
赶快	gjkk
赶来	gjld
赶紧	gjjb
赶考	gjkc
赶走	gjzz
赶赴	gjfu
赶超	gjic
赶趟	gjth
赶跑	gjpc
赶路	gjlu
赶车	gjie
起义	qiyi
起伏	qifu
起初	qiiu
起名	qimk
起哄	qihs
起因	qiyb
起头	qitz
起家	qijx
起床	qiil
起早	qizc
起来	qild
起步	qibu
起源	qiyr
起点	qidm
起爆	qibc
起码	qima
起立	qili
起笔	qibi
起脚	qijn
起舞	qiwu
起草	qicc
起落	qilo
起诉	qisu
起跳	qitn
起身	qiuf
起锚	qimc
起飞	qifw
趁早	ifzc
趁机	ifji
趁热	ifre
趁着	ifve
超买	icmd
超人	icrf
超凡	icfj
超出	iciu
超前	icqm
超员	icyr
超大	icda
超导	icdc
超市	icui
超常	icih
超度	icdu
超强	icql
超快	ickk
超支	icvi
超标	icbn
超然	icrj
超爽	icul
超生	icug
超级	icji
超绝	icjt
超编	icbm
超群	icqy
超脱	icto
超薄	icbo
超越	icyt
超跌	icdp
超车	icie
超载	iczd
超过	icgo
超速	icsu
超重	icvs
超频	icpb
超额	icee
超龄	iclk
越冬	ytds
越剧	ytju
越南	ytnj
越发	ytfa
越大	ytda
越小	ytxn
越强	ytql
越权	ytqr
越轨	ytgv
越过	ytgo
越野	ytye
趋势	quui
趋同	quts
趋近	qujb
趔趄	lpqp
趣味	quww
趣闻	quwf
足以	zuyi
足协	zuxp
足坛	zutj
足够	zugz
足有	zuyz
足本	zubf
足浴	zuyu
足球	zuqq
足矣	zuyi
足联	zulm
足足	zuzu
足跟	zugf
足迹	zuji
足部	zubu
足额	zuee
趴下	paxx
趴在	pazd
趴着	pave
跃升	ytug
跃然	ytrj
跃迁	ytqm
跋扈	bahu
跋涉	baue
跌了	dple
跌伤	dpuh
跌倒	dpdc
跌停	dptk
跌入	dpru
跌势	dpui
跌去	dpqu
跌宕	dpdh
跌幅	dpfu
跌打	dpda
跌死	dpsi
跌破	dppo
跌碎	dpsv
跌至	dpvi
跌落	dplo
跌跤	dpjn
跑了	pcle
跑动	pcds
跑去	pcqu
跑来	pcld
跑步	pcbu
跑着	pcve
跑票	pcpn
跑腿	pctv
跑路	pclu
跑车	pcie
跑进	pcjb
跑遍	pcbm
跑道	pcdc
跑酷	pcku
跑鞋	pcxp
跑题	pcti
跑马	pcma
跛脚	bojn
跛足	bozu
距离	juli
跟上	gfuh
跟了	gfle
跟从	gfcs
跟前	gfqm
跟帖	gftp
跟庄	gfvl
跟斗	gfdz
跟班	gfbj
跟着	gfve
跟踪	gfzs
跟车	gfie
跟进	gfjb
跟随	gfsv
跟风	gffg
跨入	kxru
跨出	kxiu
跨国	kxgo
跨年	kxnm
跨度	kxdu
跨排	kxpd
跨栏	kxlj
跨洋	kxyh
跨海	kxhd
跨界	kxjp
跨省	kxug
跨行	kxhh
跨越	kxyt
跨进	kxjb
跪下	gvxx
跪地	gvdi
跪拜	gvbd
跪求	gvqq
跪着	gvve
路上	luuh
路人	lurf
路况	lukl
路口	lukz
路子	luzi
路径	lujk
路数	luuu
路旁	luph
路标	lubn
路段	ludr
路滑	luhx
路灯	ludg
路牌	lupd
路由	luyz
路程	luig
路线	luxm
路考	lukc
路费	lufw
路边	lubm
路过	lugo
路途	lutu
路遥	luyc
路障	luvh
路面	lumm
跳出	tniu
跳动	tnds
跳台	tntd
跳墙	tnql
跳投	tntz
跳板	tnbj
跳楼	tnlz
跳槽	tncc
跳水	tnuv
跳海	tnhd
跳着	tnve
跳票	tnpn
跳线	tnxm
跳绳	tnug
跳脱	tnto
跳舞	tnwu
跳蚤	tnzc
跳跃	tnyt
跳转	tnvr
跳过	tngo
跳进	tnjb
跳远	tnyr
跳闸	tnva
践踏	jmta
跺脚	dojn
跻身	jiuf
踉跄	llql
踊跃	ysyt
踏上	tauh
踏实	taui
踏平	tapk
踏春	taiy
踏板	tabj
踏步	tabu
踏着	tave
踏空	taks
踏足	tazu
踏进	tajb
踏雪	taxt
踢了	tile
踢球	tiqq
踢馆	tigr
踩坏	cdhk
踩着	cdve
踩线	cdxm
踩踏	cdta
踪影	zsyk
踱步	dobu
蹂躏	rzlb
蹉跎	coto
蹊跷	qiqn
蹒跚	pjuj
蹙眉	cumw
蹦床	bgil
蹦极	bgji
蹦跶	bgda
蹦迪	bgdi
蹩脚	bpjn
蹲下	dyxx
蹲伏	dyfu
蹲点	dydm
蹲着	dyve
蹴鞠	cuju
躁动	zcds
身上	ufuh
身为	ufww
身价	ufjx
身份	ufff
身体	ufti
身兼	ufjm
身在	ufzd
身子	ufzi
身形	ufxk
身影	ufyk
身心	ufxb
身怀	ufhk
身患	ufhr
身旁	ufph
身材	ufcd
身残	ufcj
身段	ufdr
身法	uffa
身着	ufvo
身穿	ufir
身躯	ufqu
身边	ufbm
身高	ufgc
躬身	gsuf
躯体	quti
躲债	dovd
躲在	dozd
躲开	dokd
躲着	dove
躲藏	doch
躲让	dorh
躲过	dogo
躲避	dobi
躲闪	douj
躺下	thxx
躺倒	thdc
躺在	thzd
躺椅	thyi
躺着	thve
车上	ieuh
车主	ievu
车位	ieww
车内	ienw
车况	iekl
车厢	iexl
车号	iehc
车后	iehz
车型	iexk
车夫	iefu
车头	ietz
车子	iezi
车市	ieui
车库	ieku
车手	ieuz
车技	ieji
车棚	iepg
车次	ieci
车流	ielq
车灯	iedg
车牌	iepd
车票	iepn
车祸	ieho
车程	ieig
车窗	ieil
车站	ievj
车胎	ietd
车臣	ieif
车船	ieir
车费	iefw
车距	ieju
车身	ieuf
车轮	iely
车载	iezd
车辆	iell
车速	iesu
车道	iedc
车钱	ieqm
车门	iemf
车间	iejm
车闸	ieva
车队	iedv
车险	iexm
车顶	iedk
车马	iema
轧差	vaia
轨迹	gvji
轨道	gvdc
轩辕	xryr
转世	vrui
转交	vrjn
转产	vrij
转入	vrru
转出	vriu
转到	vrdc
转动	vrds
转化	vrhx
转发	vrfa
转变	vrbm
转向	vrxl
转告	vrgc
转回	vrhv
转圈	vrqr
转型	vrxk
转好	vrhc
转存	vrcy
转学	vrxt
转岗	vrgh
转帖	vrtp
转弯	vrwj
转弱	vrro
转强	vrql
转录	vrlu
转念	vrnm
转战	vrvj
转手	vruz
转托	vrto
转折	vrve
转换	vrhr
转接	vrjp
转播	vrbo
转暖	vrnr
转来	vrld
转款	vrkr
转盘	vrpj
转眼	vryj
转瞬	vruy
转移	vryi
转给	vrgw
转而	vrer
转行	vrhh
转让	vrrh
转账	vrvh
转身	vruf
转转	vrvr
转轴	vrvz
转载	vrzd
转达	vrda
转过	vrgo
转运	vryy
转送	vrss
转速	vrsu
轮休	lyxq
轮值	lyvi
轮到	lydc
轮回	lyhv
轮奸	lyjm
轮子	lyzi
轮岗	lygh
轮廓	lyko
轮换	lyhr
轮椅	lyyi
轮流	lylq
轮班	lybj
轮番	lyfj
轮空	lyks
轮胎	lytd
轮船	lyir
软了	rrle
软件	rrjm
软体	rrti
软化	rrhx
软卧	rrwo
软和	rrho
软尺	rrii
软床	rril
软座	rrzo
软弱	rrro
软文	rrwf
软水	rruv
软盘	rrpj
软硬	rryk
软禁	rrjb
软管	rrgr
软肋	rrlw
软膏	rrgc
软蛋	rrdj
软软	rrrr
软骨	rrgu
轰动	hsds
轰炸	hsva
轰然	hsrj
轰隆	hsls
轰鸣	hsmk
轱辘	gulu
轴心	vzxb
轴承	vzig
轻伤	qkuh
轻佻	qktn
轻便	qkbm
轻信	qkxb
轻功	qkgs
轻声	qkug
轻巧	qkqn
轻度	qkdu
轻微	qkww
轻快	qkkk
轻敌	qkdi
轻易	qkyi
轻松	qkss
轻柔	qkrz
轻浮	qkfu
轻灵	qklk
轻率	qkuk
轻盈	qkyk
轻蔑	qkmp
轻薄	qkbo
轻轻	qkqk
轻重	qkvs
载体	zdti
载入	zdru
载客	zdke
载重	zdvs
轿车	jnie
较为	jnww
较低	jndi
较多	jndo
较大	jnda
较好	jnhc
较小	jnxn
较少	jnuc
较广	jngl
较弱	jnro
较强	jnql
较快	jnkk
较晚	jnwj
较真	jnvf
较短	jndr
较轻	jnqk
较近	jnjb
较重	jnvs
较量	jnll
较长	jnih
较难	jnnj
较高	jngc
辅佐	fuzo
辅助	fuvu
辅导	fudc
辅料	fuln
辉煌	hvhl
辍学	ioxt
辍笔	iobi
辐射	fuue
输了	uule
输入	uuru
输出	uuiu
输得	uude
输掉	uudn
输氧	uuyh
输给	uugw
输赢	uuyk
输送	uuss
辗转	vjvr
辛劳	xblc
辛勤	xbqb
辛苦	xbku
辛辣	xbla
辜负	gufu
辞了	cile
辞别	cibp
辞去	ciqu
辞呈	ciig
辞工	cigs
辞掉	cidn
辞海	cihd
辞职	civi
辞藻	cizc
辞谢	cixp
辞退	citv
辟谣	piyc
辟邪	bixp
辣味	laww
辣妹	lamw
辣子	lazi
辣椒	lajn
辨别	bmbp
辨明	bmmk
辨认	bmrf
辨识	bmui
辩才	bmcd
辩护	bmhu
辩白	bmbd
辩解	bmjp
辩论	bmly
辩证	bmvg
辩词	bmci
辩驳	bmbo
辫子	bmzi
辱没	rumo
辱骂	ruma
边上	bmuh
边关	bmgr
边卡	bmqx
边塞	bmsd
边境	bmjk
边框	bmkl
边检	bmjm
边沿	bmyj
边疆	bmjl
边缘	bmyr
边贸	bmmc
边锋	bmfg
边长	bmih
边门	bmmf
边防	bmfh
边陲	bmiv
辽宁	lnnk
辽河	lnhe
辽阔	lnko
达到	dadc
达成	daig
达标	dabn
达观	dagr
达赖	dald
迁就	qmjq
迁居	qmju
迁怒	qmnu
迁移	qmyi
迁都	qmdu
迂回	yuhv
迂腐	yufu
迄今	qijb
迅即	xyji
迅捷	xyjp
迅猛	xymg
迅速	xysu
迅雷	xylw
过了	gole
过于	goyu
过些	goxp
过低	godi
过关	gogr
过分	goff
过剩	goug
过半	gobj
过去	goqu
过后	gohz
过场	goih
过多	godo
过夜	goye
过头	gotz
过奖	gojl
过好	gohc
过完	gowj
过客	goke
过宽	gokr
过年	gonm
过度	godu
过当	godh
过往	gowh
过得	gode
过户	gohu
过手	gouz
过招	govc
过敏	gomb
过早	gozc
过时	goui
过期	goqi
过来	gold
过桥	goqn
过河	gohe
过滤	golv
过热	gore
过电	godm
过瘾	goyb
过目	gomu
过眼	goyj
过着	gove
过磅	gobh
过程	goig
过线	goxm
过膝	goxi
过节	gojp
过谦	goqm
过账	govh
过路	golu
过身	gouf
过重	govs
过量	goll
过错	goco
过问	gowf
过高	gogc
迈上	mduh
迈向	mdxl
迈步	mdbu
迎候	ykhz
迎合	ykhe
迎头	yktz
迎宾	ykbb
迎战	ykvj
迎接	ykjp
迎新	ykxb
迎春	ykiy
迎来	ykld
迎着	ykve
迎面	ykmm
迎风	ykfg
运作	yyzo
运动	yyds
运单	yydj
运往	yywh
运抵	yydi
运气	yyqi
运河	yyhe
运球	yyqq
运用	yyys
运程	yyig
运筹	yyiz
运算	yysr
运营	yyyk
运行	yyxk
运费	yyfw
运走	yyzz
运转	yyvr
运载	yyzd
运输	yyuu
运送	yyss
运钞	yyic
近乎	jbhu
近亲	jbqb
近代	jbdd
近似	jbsi
近况	jbkl
近期	jbqi
近百	jbbd
近看	jbkj
近视	jbui
近路	jblu
近邻	jblb
近郊	jbjn
返修	fjxq
返回	fjhv
返工	fjgs
返校	fjxn
返现	fjxm
返祖	fjzu
返程	fjig
返聘	fjpb
返航	fjhh
返还	fjhr
还不	hdbu
还价	hrjx
还会	hdhv
还俗	hrsu
还债	hrvd
还击	hrji
还剩	hdug
还原	hryr
还口	hrkz
还嘴	hrzv
还在	hdzd
还好	hdhc
还差	hdia
还得	hddw
还想	hdxl
还手	hruz
还早	hdzc
还是	hdui
还有	hdyz
还未	hdww
还本	hrbf
还款	hrkr
还没	hdmw
还用	hdys
还看	hdkj
还礼	hrli
还算	hdsr
还给	hrgw
还能	hdng
还行	hdxk
还要	hdyc
还说	hduo
还账	hrvh
还贷	hrdd
还钱	hrqm
还长	hdih
还需	hdxu
这下	vexx
这个	vege
这么	veme
这些	vexp
这件	vejm
这份	veff
这位	veww
这儿	veer
这厮	vesi
这句	veju
这回	vehv
这届	vejp
这帮	vebh
这张	vevh
这批	vepi
这时	veui
这期	veqi
这枚	vemw
这样	veyh
这次	veci
这点	vedm
这种	vevs
这篇	vepm
这边	vebm
这部	vebu
这里	veli
进价	jbjx
进修	jbxq
进入	jbru
进军	jbjy
进出	jbiu
进化	jbhx
进去	jbqu
进口	jbkz
进场	jbih
进屋	jbwu
进展	jbvj
进度	jbdu
进攻	jbgs
进来	jbld
进步	jbbu
进水	jbuv
进球	jbqq
进程	jbig
进而	jber
进行	jbxk
进货	jbho
进退	jbtv
进门	jbmf
进阶	jbjp
进餐	jbcj
进驻	jbvu
远东	yrds
远亲	yrqb
远在	yrzd
远处	yriu
远大	yrda
远征	yrvg
远方	yrfh
远景	yrjk
远涉	yrue
远看	yrkj
远眺	yrtn
远着	yrve
远程	yrig
远航	yrhh
远虑	yrlv
远观	yrgr
远谋	yrmz
远足	yrzu
远近	yrjb
远远	yryr
远道	yrdc
远门	yrmf
远隔	yrge
远非	yrfw
违令	wwlk
违反	wwfj
违抗	wwkh
违法	wwfa
违章	wwvh
违约	wwyt
违背	wwbw
违规	wwgv
连串	lmir
连体	lmti
连发	lmfa
连号	lmhc
连夜	lmye
连天	lmtm
连带	lmdd
连年	lmnm
连忙	lmmh
连打	lmda
连接	lmjp
连日	lmri
连珠	lmvu
连理	lmli
连着	lmve
连篇	lmpm
连累	lmlw
连线	lmxm
连续	lmxu
连缀	lmvv
连胜	lmug
连襟	lmjb
连词	lmci
连贯	lmgr
连载	lmzd
