---config@码表分类=主码-7
---config@允许编辑=是
---config@码表别名=系统唐诗
渭川田家	wwirtmjxdb#序52000
蒸藜炊黍饷东菑	vgliivuuxldszdhc#序52000
漠漠水田飞白鹭	momouvtmfwbdludn#序52000
阴阴夏木啭黄鹂	ybybxxmuvrhllien#序52000
山中习静观朝槿	ujvsxijkgricjbam#序52000
山中习静观朝槿	ujvsxijkgricjbum#序52000
松下清斋折露葵	ssxxqkvdvelukvmc#序52000
野老与人争席罢	yelcyurfvgxibals#序52000
野老与人争席罢	yelcyurfvgxibays#序52000
海鸥何事更相疑	hdouheuiggxlyidb#序52000
洞门高阁霭余晖	dsmfgcgeaiyuhvdo#序52000
洞门高阁霭余晖	dsmfgcgeaiyuhvdr#序52000
桃李阴阴柳絮飞	tcliybyblqxufwmy#序52000
禁里疏钟官舍晚	jbliuuvsgruewjuo#序52000
禁里疏钟官舍晚	jbliuuvsgruewjur#序52000
省中啼鸟吏人稀	ugvstinnlirfximh#序52000
省中啼鸟吏人稀	ugvstinnlirfxioh#序52000
晨摇玉佩趋金殿	ifycyupwqujbdmou#序52000
晨摇玉佩趋金殿	ifycyupwqujbdmru#序52000
夕奉天书拜琐闱	xifgtmuubdsowwpm#序52000
强欲从君无那老	qlyucsjywunalcgb#序52000
强欲从君无那老	qlyucsjywunalcgl#序52000
将因卧病解朝衣	jlybwobkjpicyidd#序52000
将因卧病解朝衣	jlybwobkjpicyijd#序52000
将因卧病解朝衣	jlybwobkjpicyipd#序52000
丞相祠堂何处寻	igxlcithheiuxyac#序52000
丞相祠堂何处寻	igxlcithheiuxyax#序52000
丞相祠堂何处寻	igxlcithheiuxyhc#序52000
丞相祠堂何处寻	igxlcithheiuxyhx#序52000
丞相祠堂何处寻	igxlcithheiuxylc#序52000
丞相祠堂何处寻	igxlcithheiuxylx#序52000
锦官城外柏森森	jbgrigwdbdsfsfjm#序52000
映阶碧草自春色	ykjpbiccziiyseod#序52000
映阶碧草自春色	ykjpbiccziiyserd#序52000
隔叶黄鹂空好音	geyehllikshcybel#序52000
三顾频烦天下计	sjgupbfjtmxxjiay#序52000
三顾频烦天下计	sjgupbfjtmxxjihy#序52000
两朝开济老臣心	llickdjilcifxbad#序52000
两朝开济老臣心	llickdjilcifxbhd#序52000
出师未捷身先死	iuuiwwjpufxmsicd#序52000
出师未捷身先死	iuuiwwjpufxmsiud#序52000
长使英雄泪满襟	vhuiykxslwmjjbpy#序52000
舍南舍北皆春水	uenjuebwjpiyuvru#序52000
舍南舍北皆春水	uenjuebwjpiyuvra#序52000
但见群鸥日日来	djjmqyouririldra#序52000
但见群鸥日日来	djjmqyouririldrh#序52000
但见群鸥日日来	djjmqyouririldrw#序52000
花径不曾缘客扫	hxjkbucgyrkesccf#序52000
花径不曾缘客扫	hxjkbucgyrkescct#序52000
蓬门今始为君开	pgmfjbuiwwjykdca#序52000
蓬门今始为君开	pgmfjbuiwwjykdch#序52000
盘飧市远无兼味	pjsyuiyrwujmwwmk#序52000
盘飧市远无兼味	pjsyuiyrwujmwwvk#序52000
樽酒家贫只旧醅	zyjqjxpbvijqpwmy#序52000
肯与邻翁相对饮	kfyulbwgxldvybou#序52000
肯与邻翁相对饮	kfyulbwgxldvybvu#序52000
肯与邻翁相对饮	kfyulbwgxldvybyu#序52000
隔离呼取尽余杯	gelihuqujbyubwem#序52000
西山白雪三城戍	xiujbdxtsjiguuag#序52000
西山白雪三城戍	xiujbdxtsjiguuaw#序52000
西山白雪三城戍	xiujbdxtsjiguuhg#序52000
西山白雪三城戍	xiujbdxtsjiguuhw#序52000
南浦清江万里桥	njpuqkjlwjliqnum#序52000
海内风尘诸弟隔	hdnwfgifvudigede#序52000
天涯涕泪一身遥	tmyatilwyiufycaz#序52000
天涯涕泪一身遥	tmyatilwyiufychz#序52000
惟将迟暮供多病	wwjliimugsdobkxb#序52000
未有涓埃答圣朝	wwyzjraidaugicao#序52000
未有涓埃答圣朝	wwyzjraidaugicau#序52000
未有涓埃答圣朝	wwyzjraidaugicay#序52000
未有涓埃答圣朝	wwyzjraidaugiceo#序52000
未有涓埃答圣朝	wwyzjraidaugiceu#序52000
未有涓埃答圣朝	wwyzjraidaugicey#序52000
未有涓埃答圣朝	wwyzjraidaugicho#序52000
未有涓埃答圣朝	wwyzjraidaugichu#序52000
未有涓埃答圣朝	wwyzjraidaugichy#序52000
跨马出郊时极目	kxmaiujnuijimuza#序52000
跨马出郊时极目	kxmaiujnuijimuzu#序52000
跨马出郊时极目	kxmaiujnuijimuzm#序52000
跨马出郊时极目	kxmaiujnuijimuzo#序52000
不堪人事日萧条	bukjrfuirixntnaw#序52000
不堪人事日萧条	bukjrfuirixntnhw#序52000
剑外忽传收蓟北	jmwdhuiruzjibwda#序52000
剑外忽传收蓟北	jmwdhuiruzjibwdb#序52000
剑外忽传收蓟北	jmwdhuiruzjibwdh#序52000
初闻涕泪满衣裳	iuwftilwmjyiuhyd#序52000
初闻涕泪满衣裳	iuwftilwmjyiuhyx#序52000
初闻涕泪满衣裳	iuwftilwmjyiuhyy#序52000
却看妻子愁何在	qtkjqiziizhezdet#序52000
却看妻子愁何在	qtkjqiziizhezdeu#序52000
漫卷诗书喜欲狂	mjjruiuuxiyukldq#序52000
白日放歌须纵酒	bdrifhgexuzsjqpd#序52000
青春作伴好还乡	qkiyzobjhchrxlfa#序52000
青春作伴好还乡	qkiyzobjhchrxlfv#序52000
青春作伴好还乡	qkiyzobjhchrxloa#序52000
青春作伴好还乡	qkiyzobjhchrxlov#序52000
青春作伴好还乡	qkiyzobjhchrxlya#序52000
青春作伴好还乡	qkiyzobjhchrxlyv#序52000
即从巴峡穿巫峡	jicsbaxxirwuxxeu#序52000
即从巴峡穿巫峡	jicsbaxxirwuxxgu#序52000
便下襄阳向洛阳	bmxxxlyhxlloyhre#序52000
风急天高猿啸哀	fgjitmgcyrxnaijd#序52000
风急天高猿啸哀	fgjitmgcyrxnaijw#序52000
风急天高猿啸哀	fgjitmgcyrxnaijy#序52000
渚清沙白鸟飞回	vuqkuabdnnfwhvdk#序52000
无边落木萧萧下	wubmlomuxnxnxxaa#序52000
无边落木萧萧下	wubmlomuxnxnxxah#序52000
无边落木萧萧下	wubmlomuxnxnxxea#序52000
无边落木萧萧下	wubmlomuxnxnxxeh#序52000
无边落木萧萧下	wubmlomuxnxnxxha#序52000
无边落木萧萧下	wubmlomuxnxnxxhh#序52000
不尽长江滚滚来	bujbihjlgygyldaa#序52000
不尽长江滚滚来	bujbihjlgygyldah#序52000
不尽长江滚滚来	bujbihjlgygyldaw#序52000
不尽长江滚滚来	bujbihjlgygyldha#序52000
不尽长江滚滚来	bujbihjlgygyldhh#序52000
不尽长江滚滚来	bujbihjlgygyldhw#序52000
万里悲秋常作客	wjlibwqqihzokeab#序52000
万里悲秋常作客	wjlibwqqihzokehb#序52000
百年多病独登台	bdnmdobkdudgtdas#序52000
百年多病独登台	bdnmdobkdudgtdbs#序52000
百年多病独登台	bdnmdobkdudgtdhs#序52000
艰难苦恨繁霜鬓	jmnjkuhffjulbbyb#序52000
艰难苦恨繁霜鬓	jmnjkuhffjulbbyi#序52000
潦倒新停浊酒杯	lndcxbtkvojqbwdm#序52000
花近高楼伤客心	hxjbgclzuhkexbcd#序52000
万方多难此登临	wjfhdonjcidglbaa#序52000
万方多难此登临	wjfhdonjcidglbad#序52000
万方多难此登临	wjfhdonjcidglbau#序52000
万方多难此登临	wjfhdonjcidglbha#序52000
万方多难此登临	wjfhdonjcidglbhd#序52000
万方多难此登临	wjfhdonjcidglbhu#序52000
锦江春色来天地	jbjliyseldtmdijt#序52000
玉垒浮云变古今	yulwfuyybmgujbar#序52000
玉垒浮云变古今	yulwfuyybmgujbhr#序52000
玉垒浮云变古今	yulwfuyybmgujbwr#序52000
北极朝廷终不改	bwjiictkvsbugdaj#序52000
北极朝廷终不改	bwjiictkvsbugdaw#序52000
北极朝廷终不改	bwjiictkvsbugdbj#序52000
北极朝廷终不改	bwjiictkvsbugdbw#序52000
北极朝廷终不改	bwjiictkvsbugdhj#序52000
北极朝廷终不改	bwjiictkvsbugdhw#序52000
西山寇盗莫相侵	xiujkzdcmoxlqbar#序52000
西山寇盗莫相侵	xiujkzdcmoxlqbhr#序52000
可怜后主还祠庙	kelmhzvuhdcimndg#序52000
日暮聊为梁父吟	rimulnwwllfuybok#序52000
日暮聊为梁父吟	rimulnwwllfuybrk#序52000
日暮聊为梁父吟	rimulnwwllfuybak#序52000
日暮聊为梁父吟	rimulnwwllfuybuk#序52000
清秋幕府井梧寒	qkqqmufujkwuhjdb#序52000
独宿江城蜡炬残	dusujliglajucjqd#序52000
永夜角声悲自语	ysyejnugbwziyudy#序52000
中庭月色好谁看	vstkytsehcuvkjao#序52000
中庭月色好谁看	vstkytsehcuvkjau#序52000
中庭月色好谁看	vstkytsehcuvkjko#序52000
中庭月色好谁看	vstkytsehcuvkjku#序52000
中庭月色好谁看	vstkytsehcuvkjuo#序52000
中庭月色好谁看	vstkytsehcuvkjuu#序52000
风尘荏苒音书绝	fgifrfrjybuujtjs#序52000
关塞萧条行路难	grsdxntnxklunjby#序52000
关塞萧条行路难	grsdxntnxklunjqy#序52000
已忍伶俜十年事	yirflkpkuinmuiaa#序52000
已忍伶俜十年事	yirflkpkuinmuiah#序52000
已忍伶俜十年事	yirflkpkuinmuiva#序52000
已忍伶俜十年事	yirflkpkuinmuivh#序52000
强移栖息一枝安	qlyiqixiyiviangb#序52000
岁暮阴阳催短景	svmuybyhcvdrjkuo#序52000
岁暮阴阳催短景	svmuybyhcvdrjkur#序52000
天涯霜雪霁寒宵	tmyaulxtjihjxnab#序52000
天涯霜雪霁寒宵	tmyaulxtjihjxnhb#序52000
五更鼓角声悲壮	wugggujnugbwvlaj#序52000
五更鼓角声悲壮	wugggujnugbwvlap#序52000
五更鼓角声悲壮	wugggujnugbwvlau#序52000
五更鼓角声悲壮	wugggujnugbwvlhj#序52000
五更鼓角声悲壮	wugggujnugbwvlhp#序52000
五更鼓角声悲壮	wugggujnugbwvlhu#序52000
三峡星河影动摇	sjxxxkheykdsycaf#序52000
三峡星河影动摇	sjxxxkheykdsycat#序52000
三峡星河影动摇	sjxxxkheykdsychf#序52000
三峡星河影动摇	sjxxxkheykdsycht#序52000
野哭几家闻战伐	yekujijxwfvjfalr#序52000
野哭几家闻战伐	yekujijxwfvjfayr#序52000
夷歌数处起渔樵	yigeuuiuqiyuqnam#序52000
夷歌数处起渔樵	yigeuuiuqiyuqndm#序52000
夷歌数处起渔樵	yigeuuiuqiyuqnhm#序52000
卧龙跃马终黄土	wolsytmavshltuba#序52000
卧龙跃马终黄土	wolsytmavshltubh#序52000
卧龙跃马终黄土	wolsytmavshltuia#序52000
卧龙跃马终黄土	wolsytmavshltuih#序52000
人事音书漫寂寥	rfuiybuumjjilnpb#序52000
支离东北风尘际	vilidsbwfgifjiue#序52000
飘泊西南天地间	pnboxinjtmdijmfm#序52000
飘泊西南天地间	pnboxinjtmdijmfo#序52000
飘泊西南天地间	pnboxinjtmdijmfr#序52000
三峡楼台淹日月	sjxxlztdyjriytao#序52000
三峡楼台淹日月	sjxxlztdyjriytay#序52000
三峡楼台淹日月	sjxxlztdyjriytap#序52000
三峡楼台淹日月	sjxxlztdyjriytho#序52000
三峡楼台淹日月	sjxxlztdyjriythy#序52000
三峡楼台淹日月	sjxxlztdyjriythp#序52000
五溪衣服共云山	wuxiyifugsyyujaa#序52000
五溪衣服共云山	wuxiyifugsyyujau#序52000
五溪衣服共云山	wuxiyifugsyyujha#序52000
五溪衣服共云山	wuxiyifugsyyujhu#序52000
羯胡事主终无赖	jphuuivuvswuldyu#序52000
词客哀时且未还	cikeaiuiqpwwhdyz#序52000
庾信平生最萧瑟	yuxbpkugzvxnsegw#序52000
暮年诗赋动江关	munmuifudsjlgrcb#序52000
暮年诗赋动江关	munmuifudsjlgrcq#序52000
暮年诗赋动江关	munmuifudsjlgrob#序52000
暮年诗赋动江关	munmuifudsjlgroq#序52000
暮年诗赋动江关	munmuifudsjlgrrb#序52000
暮年诗赋动江关	munmuifudsjlgrrq#序52000
摇落深知宋玉悲	ycloufvissyubwff#序52000
摇落深知宋玉悲	ycloufvissyubwfx#序52000
摇落深知宋玉悲	ycloufvissyubwtf#序52000
摇落深知宋玉悲	ycloufvissyubwtx#序52000
风流儒雅亦吾师	fglqruyayiwuuija#序52000
风流儒雅亦吾师	fglqruyayiwuuijd#序52000
风流儒雅亦吾师	fglqruyayiwuuiju#序52000
怅望千秋一洒泪	ihwhqmqqyisalwxd#序52000
萧条异代不同时	xntnyiddbutsuico#序52000
萧条异代不同时	xntnyiddbutsuicr#序52000
江山故宅空文藻	jlujguvdkswfzcdc#序52000
云雨荒台岂梦思	yyyuhltdqimgsiet#序52000
云雨荒台岂梦思	yyyuhltdqimgsiex#序52000
云雨荒台岂梦思	yyyuhltdqimgsist#序52000
云雨荒台岂梦思	yyyuhltdqimgsisx#序52000
最是楚宫俱泯灭	zvuiiugsjumbmpoa#序52000
最是楚宫俱泯灭	zvuiiugsjumbmpoh#序52000
最是楚宫俱泯灭	zvuiiugsjumbmpra#序52000
最是楚宫俱泯灭	zvuiiugsjumbmprh#序52000
舟人指点到今疑	vzrfvidmdcjbyipb#序52000
群山万壑赴荆门	qyujwjhefujkmfyd#序52000
生长明妃尚有村	ugvhmkfwuhyzcynm#序52000
一去紫台连朔漠	yiquzitdlmuomoad#序52000
一去紫台连朔漠	yiquzitdlmuomohd#序52000
独留青冢向黄昏	dulqqkvsxlhlhyqo#序52000
独留青冢向黄昏	dulqqkvsxlhlhyqr#序52000
画图省识春风面	hxtuuguiiyfgmmaa#序52000
画图省识春风面	hxtuuguiiyfgmmah#序52000
画图省识春风面	hxtuuguiiyfgmmap#序52000
画图省识春风面	hxtuuguiiyfgmmha#序52000
画图省识春风面	hxtuuguiiyfgmmhh#序52000
画图省识春风面	hxtuuguiiyfgmmhp#序52000
环佩空归月夜魂	hrpwksgvytyehywg#序52000
环佩空归月夜魂	hrpwksgvytyehywy#序52000
千载琵琶作胡语	qmzdpipazohuyupy#序52000
分明怨恨曲中论	ffmkyrhfquvslyby#序52000
分明怨恨曲中论	ffmkyrhfquvslydy#序52000
蜀主征吴幸三峡	uuvuvgwuxksjxxsu#序52000
崩年亦在永安宫	bgnmyizdysangsub#序52000
翠华想象空山里	cvhxxlxlksujliya#序52000
翠华想象空山里	cvhxxlxlksujliyt#序52000
翠华想象空山里	cvhxxlxlksujliyu#序52000
玉殿虚无野寺中	yudmxuwuyesivsaa#序52000
玉殿虚无野寺中	yudmxuwuyesivsak#序52000
玉殿虚无野寺中	yudmxuwuyesivsau#序52000
玉殿虚无野寺中	yudmxuwuyesivsha#序52000
玉殿虚无野寺中	yudmxuwuyesivshk#序52000
玉殿虚无野寺中	yudmxuwuyesivshu#序52000
玉殿虚无野寺中	yudmxuwuyesivswa#序52000
玉殿虚无野寺中	yudmxuwuyesivswk#序52000
玉殿虚无野寺中	yudmxuwuyesivswu#序52000
古庙杉松巢水鹤	gumnujssicuvheun#序52000
岁时伏腊走村翁	svuifulazzcywguy#序52000
武侯祠屋常邻近	wuhzciwuihlbjbvz#序52000
武侯祠屋常邻近	wuhzciwuihlbjbyz#序52000
一体君臣祭祀同	yitijyifjisitsak#序52000
一体君臣祭祀同	yitijyifjisitshk#序52000
诸葛大名垂宇宙	vugedamkivyuvzyb#序52000
宗臣遣像肃清高	zsifqmxlsuqkgcbd#序52000
宗臣遣像肃清高	zsifqmxlsuqkgcbw#序52000
三分割据纡筹策	sjffgejuyuizceav#序52000
三分割据纡筹策	sjffgejuyuizcehv#序52000
万古云霄一羽毛	wjguyyxnyiyumcap#序52000
万古云霄一羽毛	wjguyyxnyiyumchp#序52000
伯仲之间见伊吕	bovsvijmjmyilvrk#序52000
指挥若定失萧曹	vihvrodkuixnccfc#序52000
指挥若定失萧曹	vihvrodkuixnccfo#序52000
指挥若定失萧曹	vihvrodkuixnccfr#序52000
指挥若定失萧曹	vihvrodkuixncctc#序52000
指挥若定失萧曹	vihvrodkuixnccto#序52000
指挥若定失萧曹	vihvrodkuixncctr#序52000
运移汉祚终难复	yyyihjzovsnjfuzp#序52000
运移汉祚终难复	yyyihjzovsnjfuzr#序52000
运移汉祚终难复	yyyihjzovsnjfuzw#序52000
志决身歼军务劳	vijtufjmjywulcuc#序52000
志决身歼军务劳	vijtufjmjywulcul#序52000
志决身歼军务劳	vijtufjmjywulcxc#序52000
志决身歼军务劳	vijtufjmjywulcxl#序52000
生涯岂料承优诏	ugyaqilnigyzvcny#序52000
世事空知学醉歌	uiuiksvixtzvgeaq#序52000
世事空知学醉歌	uiuiksvixtzvgecq#序52000
世事空知学醉歌	uiuiksvixtzvgehq#序52000
江上月明胡雁过	jluhytmkhuyjgodz#序52000
淮南木落楚山多	hknjmuloiuujdodx#序52000
寄身且喜沧洲近	jiufqpxichvzjbbz#序52000
顾影无如白发何	guykwurubdfaheyr#序52000
今日龙钟人共老	jbrilsvsrfgslcrb#序52000
今日龙钟人共老	jbrilsvsrfgslcrl#序52000
愧君犹遣慎风波	kvjyyzqmuffgboxd#序52000
三年谪宦此栖迟	sjnmvehrciqiiiaz#序52000
三年谪宦此栖迟	sjnmvehrciqiiihz#序52000
万古惟留楚客悲	wjguwwlqiukebwaf#序52000
万古惟留楚客悲	wjguwwlqiukebwax#序52000
万古惟留楚客悲	wjguwwlqiukebwhf#序52000
万古惟留楚客悲	wjguwwlqiukebwhx#序52000
秋草独寻人去后	qqccduxyrfquhzhp#序52000
寒林空见日斜时	hjlbksjmrixpuibo#序52000
寒林空见日斜时	hjlbksjmrixpuibr#序52000
汉文有道恩犹薄	hjwfyzdcenyzbcdc#序52000
湘水无情吊岂知	xluvwuqkdnqividk#序52000
湘水无情吊岂知	xluvwuqkdnqividu#序52000
寂寂江山摇落处	jijijlujycloiubw#序52000
怜君何事到天涯	lmjyheuidctmyaxd#序52000
汀洲无浪复无烟	tkvzwulhfuwuyjdh#序52000
楚客相思益渺然	iukexlsiyimnrjmd#序52000
楚客相思益渺然	iukexlsiyimnrjmh#序52000
楚客相思益渺然	iukexlsiyimnrjpd#序52000
楚客相思益渺然	iukexlsiyimnrjph#序52000
汉口夕阳斜渡鸟	hjkzxiyhxpdunndn#序52000
汉口夕阳斜渡鸟	hjkzxiyhxpdunndp#序52000
洞庭秋水远连天	dstkqquvyrlmtmda#序52000
洞庭秋水远连天	dstkqquvyrlmtmdh#序52000
孤城背岭寒吹角	guigbwlkhjivjnzd#序52000
独树临江夜泊船	duuulbjlyepoirqv#序52000
贾谊上书忧汉室	jxyiuhuuyzhjuibb#序52000
贾谊上书忧汉室	jxyiuhuuyzhjuixb#序52000
长沙谪去古今怜	ihuavequgujblmpx#序52000
二月黄鹂飞上林	erythllifwuhlbam#序52000
二月黄鹂飞上林	erythllifwuhlbhm#序52000
春城紫禁晓阴阴	iyigzijbxnybybfe#序52000
春城紫禁晓阴阴	iyigzijbxnybyboe#序52000
春城紫禁晓阴阴	iyigzijbxnybybre#序52000
长乐钟声花外尽	ihlevsughxwdjbpi#序52000
龙池柳色雨中深	lsiilqseyuvsufad#序52000
龙池柳色雨中深	lsiilqseyuvsufhd#序52000
阳和不散穷途恨	yhhebusjqstuhfex#序52000
霄汉常悬捧日心	xnhjihxrpgrixbyd#序52000
献赋十年犹未遇	xmfuuinmyzwwyuqz#序52000
羞将白发对华簪	xqjlbdfadvhxzjyv#序52000
去年花里逢君别	qunmhxlifgjybptd#序52000
今日花开又一年	jbrihxkdyzyinmrp#序52000
今日花开又一年	jbrihxkdyzyinmrr#序52000
世事茫茫难自料	uiuimhmhnjzilnam#序52000
世事茫茫难自料	uiuimhmhnjzilncm#序52000
世事茫茫难自料	uiuimhmhnjzilnhm#序52000
春愁黯黯独成眠	iyizananduigmmfm#序52000
春愁黯黯独成眠	iyizananduigmmfo#序52000
春愁黯黯独成眠	iyizananduigmmom#序52000
春愁黯黯独成眠	iyizananduigmmoo#序52000
春愁黯黯独成眠	iyizananduigmmrm#序52000
春愁黯黯独成眠	iyizananduigmmro#序52000
身多疾病思田里	ufdojibksitmlipa#序52000
身多疾病思田里	ufdojibksitmlipt#序52000
身多疾病思田里	ufdojibksitmlipu#序52000
邑有流亡愧俸钱	yiyzlqwhkvfgqmkj#序52000
闻道欲来相问讯	wfdcyuldxlwfxyey#序52000
闻道欲来相问讯	wfdcyuldxlwfxymy#序52000
西楼望月几回圆	xilzwhytjihvyrak#序52000
西楼望月几回圆	xilzwhytjihvyrhk#序52000
仙台初见五城楼	xmtdiujmwuiglzrm#序52000
风物凄凄宿雨收	fgwuqiqisuyuuzjj#序52000
风物凄凄宿雨收	fgwuqiqisuyuuzjw#序52000
山色遥连秦树晚	ujseyclmqbuuwjao#序52000
山色遥连秦树晚	ujseyclmqbuuwjar#序52000
山色遥连秦树晚	ujseyclmqbuuwjuo#序52000
山色遥连秦树晚	ujseyclmqbuuwjur#序52000
砧声近报汉宫秋	vfugjbbchjgsqquh#序52000
疏松影落空坛静	uussyklokstjjkaq#序52000
疏松影落空坛静	uussyklokstjjkpq#序52000
疏松影落空坛静	uussyklokstjjkvq#序52000
细草香闲小洞幽	xiccxlxmxndsyzsu#序52000
何用别寻方外去	heysbpxyfhwdqurt#序52000
人间亦自有丹丘	rfjmyiziyzdjqqpj#序52000
人间亦自有丹丘	rfjmyiziyzdjqqpp#序52000
莺啼燕语报新年	yktiyjyubcxbnmcp#序52000
莺啼燕语报新年	yktiyjyubcxbnmcr#序52000
莺啼燕语报新年	yktiyjyubcxbnmnp#序52000
莺啼燕语报新年	yktiyjyubcxbnmnr#序52000
马邑龙堆路几千	mayilsdvlujiqmap#序52000
马邑龙堆路几千	mayilsdvlujiqmvp#序52000
家住层城临汉苑	jxvucgiglbhjyrbc#序52000
心随明月到胡天	xbsvmkytdchutmda#序52000
心随明月到胡天	xbsvmkytdchutmdh#序52000
机中锦字论长恨	jivsjbzilyvhhfmx#序52000
楼上花枝笑独眠	lzuhhxvixndummmm#序52000
楼上花枝笑独眠	lzuhhxvixndummmo#序52000
为问元戎窦车骑	wwwfyrrsdzieqidm#序52000
何时返旆勒燕然	heuifjpwlwyjrjrd#序52000
何时返旆勒燕然	heuifjpwlwyjrjrh#序52000
云开远见汉阳城	yykdyrjmhjyhiget#序52000
云开远见汉阳城	yykdyrjmhjyhigst#序52000
犹是孤帆一日程	yzuigufjyiriigqh#序52000
估客昼眠知浪静	gukevzmmvilhjkrq#序52000
舟人夜语觉潮生	vzrfyeyujticugpn#序52000
三湘愁鬓逢秋色	sjxlizbbfgqqsead#序52000
三湘愁鬓逢秋色	sjxlizbbfgqqsehd#序52000
万里归心对月明	wjligvxbdvytmkao#序52000
万里归心对月明	wjligvxbdvytmkar#序52000
万里归心对月明	wjligvxbdvytmkho#序52000
万里归心对月明	wjligvxbdvytmkhr#序52000
旧业已随征战尽	jqyeyisvvgvjjbai#序52000
旧业已随征战尽	jqyeyisvvgvjjbui#序52000
更堪江上鼓鼙声	ggkjjluhgupiugau#序52000
更堪江上鼓鼙声	ggkjjluhgupiughu#序52000
城上高楼接大荒	iguhgclzjpdahltc#序52000
海天愁思正茫茫	hdtmizsivgmhmhdc#序52000
惊风乱飐芙蓉水	jkfglrvjfursuvxu#序52000
惊风乱飐芙蓉水	jkfglrvjfursuvxa#序52000
密雨斜侵薜荔墙	miyuxpqbbiliqlbt#序52000
密雨斜侵薜荔墙	miyuxpqbbiliqlut#序52000
岭树重遮千里目	lkuuvsveqmlimuua#序52000
岭树重遮千里目	lkuuvsveqmlimuuu#序52000
岭树重遮千里目	lkuuvsveqmlimuum#序52000
岭树重遮千里目	lkuuvsveqmlimuuo#序52000
江流曲似九回肠	jllqquuijqhvihdo#序52000
江流曲似九回肠	jllqquuijqhvihdy#序52000
共来百越纹身地	gsldbdytwfufdibt#序52000
共来百越纹身地	gsldbdytwfufdict#序52000
犹是音书滞一乡	yzuiybuuviyixlqa#序52000
犹是音书滞一乡	yzuiybuuviyixlqv#序52000
王浚楼船下益州	whjylzirxxyivzad#序52000
王浚楼船下益州	whjylzirxxyivzai#序52000
王浚楼船下益州	whjylzirxxyivzhd#序52000
王浚楼船下益州	whjylzirxxyivzhi#序52000
金陵王气黯然收	jblkwhqianrjuzpj#序52000
金陵王气黯然收	jblkwhqianrjuzpw#序52000
金陵王气黯然收	jblkwhqianrjuzrj#序52000
金陵王气黯然收	jblkwhqianrjuzrw#序52000
千寻铁锁沉江底	qmxytpsoifjldipg#序52000
一片降幡出石头	yipmjlfjiuuitzad#序52000
一片降幡出石头	yipmjlfjiuuitzhd#序52000
人世几回伤往事	rfuijihvuhwhuipa#序52000
人世几回伤往事	rfuijihvuhwhuiph#序52000
山形依旧枕寒流	ujxkyijqvfhjlqad#序52000
山形依旧枕寒流	ujxkyijqvfhjlqud#序52000
从今四海为家日	csjbsihdwwjxriro#序52000
从今四海为家日	csjbsihdwwjxrirr#序52000
从今四海为家日	csjbsihdwwjxrira#序52000
从今四海为家日	csjbsihdwwjxriru#序52000
故垒萧萧芦荻秋	gulwxnxnludiqqwh#序52000
谢公最小偏怜女	xpgszvxnpmlmnvya#序52000
谢公最小偏怜女	xpgszvxnpmlmnvyv#序52000
自嫁黔娄百事乖	zijxqmlzbduigkpp#序52000
自嫁黔娄百事乖	zijxqmlzbduigkpq#序52000
顾我无衣搜荩箧	guwowuyiszjbqpyv#序52000
泥他沽酒拔金钗	nitagujqbajbiddj#序52000
野蔬充膳甘长藿	yeuuisujgjvhholc#序52000
野蔬充膳甘长藿	yeuuisujgjvhhoyc#序52000
落叶添薪仰古槐	loyetmxbyhguhkcm#序52000
今日俸钱过十万	jbrifgqmgouiwjra#序52000
今日俸钱过十万	jbrifgqmgouiwjrh#序52000
与君营奠复营斋	yujyykdmfuykvdaw#序52000
与君营奠复营斋	yujyykdmfuykvdhw#序52000
昔日戏言身后事	xirixiyjufhzuica#序52000
昔日戏言身后事	xirixiyjufhzuich#序52000
昔日戏言身后事	xirixiyjufhzuioa#序52000
昔日戏言身后事	xirixiyjufhzuioh#序52000
昔日戏言身后事	xirixiyjufhzuira#序52000
昔日戏言身后事	xirixiyjufhzuirh#序52000
今朝都到眼前来	jbvcdzdcyjqmldra#序52000
今朝都到眼前来	jbvcdzdcyjqmldrh#序52000
今朝都到眼前来	jbvcdzdcyjqmldrw#序52000
衣裳已施行看尽	yiuhyiuixkkjjbdi#序52000
针线犹存未忍开	vfxmyzcywwrfkdja#序52000
针线犹存未忍开	vfxmyzcywwrfkdjh#序52000
尚想旧情怜婢仆	uhxljqqklmbipuxr#序52000
也曾因梦送钱财	yecgybmgssqmcdgb#序52000
诚知此恨人人有	igvicihfrfrfyzyo#序52000
诚知此恨人人有	igvicihfrfrfyzyu#序52000
诚知此恨人人有	igvicihfrfrfyzyy#序52000
贫贱夫妻百事哀	pbjmfuqibduiaibd#序52000
贫贱夫妻百事哀	pbjmfuqibduiaibw#序52000
贫贱夫妻百事哀	pbjmfuqibduiaiby#序52000
闲坐悲君亦自悲	xmzobwjyyizibwmf#序52000
闲坐悲君亦自悲	xmzobwjyyizibwmx#序52000
百年多是几多时	bdnmdouijidouiao#序52000
百年多是几多时	bdnmdouijidouiar#序52000
百年多是几多时	bdnmdouijidouibo#序52000
百年多是几多时	bdnmdouijidouibr#序52000
百年多是几多时	bdnmdouijidouiho#序52000
百年多是几多时	bdnmdouijidouihr#序52000
邓攸无子寻知命	dgyzwuzixyvimker#序52000
邓攸无子寻知命	dgyzwuzixyvimkyr#序52000
潘岳悼亡犹费词	pjytdcwhyzfwcidy#序52000
同穴窅冥何所望	tsxtycmkhesowhkw#序52000
他生缘会更难期	taugyrhvggnjqiro#序52000
