---config@码表分类=主码-6
---config@允许编辑=是
---config@码表别名=系统简词
最后登录	zhdloe#序55000
复杂情况	fzqkpd#序55000
工人运动	grydae#序55000
根本变化	gbbhmr#序55000
观察日记	girjyy#序55000
贯彻到底	giddvg#序55000
该当何罪	gdhzys#序55000
感觉器官	gjqgwb#序55000
感觉器官	gjqgxb#序55000
干劲十足	gjuzak#序55000
骨牌效应	gpxylg#序55000
果实累累	gulllt#序55000
各说各话	gughwy#序55000
钢铁公司	gtgsjv#序55000
共享资源	gxzycd#序55000
过于自信	gyzxzr#序55000
刚正不阿	gvbeke#序55000
工资制度	gzvdag#序55000
鼓掌欢迎	gvhyuz#序55000
拒人千里	jrqlfl#序55000
坚持原则	jiyzlk#序55000
交叉学科	jixkwh#序55000
假传圣旨	jiuvrb#序55000
警察局长	jijvcp#序55000
既定方针	jdfvgj#序55000
简单处理	jdilvw#序55000
酒逢知己	jfvjdv#序55000
净化系统	jhxtds#序55000
机构调整	jgtvmu#序55000
经济手段	jjudsp#序55000
经济制裁	jjvcsu#序55000
经济中心	jjvxsd#序55000
积极因素	jjyshf#序55000
紧紧巴巴	jjbbls#序55000
紧紧巴巴	jjbblv#序55000
加快调整	jktvlu#序55000
军民结合	jmjhbr#序55000
机器语言	jqyymw#序55000
精神准备	juvbmw#序55000
技术鉴定	jujdfb#序55000
技术设计	juujfy#序55000
具体任务	jtrwqw#序55000
脚痛医脚	jtyjoo#序55000
今昔对比	jxdbrb#序55000
经验主义	jyvysd#序55000
教育科学	jykxlx#序55000
教育培养	jypyly#序55000
静止不动	jvbdfe#序55000
记载下来	jzxlya#序55000
柯尔克孜	kekzmz#序55000
开放城市	kfiuaw#序55000
开发资源	kfzyad#序55000
科幻影片	khyphp#序55000
狂欢庆祝	khqvqp#序55000
科技合作	kjhzhr#序55000
科技活动	kjhdhe#序55000
科学分析	kxfxhm#序55000
科学幻想	kxhxhm#序55000
科学思想	kxsxhm#序55000
空中巴士	kvbubu#序55000
名落孙山	mlsuxl#序55000
满地找牙	mdvyda#序55000
猛虎下山	mhxuql#序55000
曼哈顿岛	mhddop#序55000
民族风格	mzfgvm#序55000
普渡众生	pdvubp#序55000
偏旁部首	ppburb#序55000
滂沱大雨	ptdyda#序55000
劈头盖脑	ptgnuo#序55000
培养对象	pydxtd#序55000
亲如手足	qruzlk#序55000
遣返回国	qfhgzk#序55000
清明前后	qmqhdp#序55000
前松后紧	qshjbl#序55000
亲生子女	quznlv#序55000
前途渺茫	qtmmbc#序55000
弃我去者	qwqvwl#序55000
千依百顺	qybupi#序55000
群众工作	qvgzyr#序55000
取之于民	qvymev#序55000
深入实际	urujde#序55000
生理学家	ulxjpb#序55000
数量质量	ulvlmd#序55000
数量质量	ulvlmo#序55000
上传下达	uixdlz#序55000
生产活动	uihdpe#序55000
生产项目	uixmpk#序55000
十分明确	ufmqau#序55000
十分注意	ufvyal#序55000
十分迅速	ufxsaz#序55000
山呼海啸	uhhxlk#序55000
社会需求	uhxqpa#序55000
社会改革	uhggpn#序55000
索贿受贿	shuhuk#序55000
三宫六院	sglyae#序55000
事故保险	ugbxae#序55000
三缄其口	sjqkal#序55000
少见多怪	ujdgxx#序55000
嗜酒如命	ujrmkr#序55000
四季常青	sjiqkf#序55000
数据资料	ujzlmm#序55000
设计标准	ujbvyd#序55000
三角钢琴	sjgqaw#序55000
盛名之下	umvxia#序55000
宿命论者	smlvbl#序55000
时事评论	uuploy#序55000
摄氏温度	uuwdfg#序55000
生死离别	uslbpk#序55000
世事多变	uudbaw#序55000
疏散人员	usryvk#序55000
伤亡人数	uwrurm#序55000
首尾呼应	uwhybg#序55000
实心实意	uxuybl#序55000
歃血为盟	uxwmqo#序55000
随行就市	shjuew#序55000
思想包袱	sxbftp#序55000
思想内容	sxnrtb#序55000
三下两下	sxlxaa#序55000
思想开放	sxkftf#序55000
使用价值	uyjvrr#序55000
石油勘探	uyktaf#序55000
石油市场	uyuiat#序55000
四仰八叉	sybiky#序55000
岁月如梭	syrsem#序55000
私营部门	sybmhd#序55000
岁月流逝	syluez#序55000
商业软件	uyrjwr#序55000
讨论通过	tltgyz#序55000
头脑清楚	tnqidm#序55000
提出诉讼	tissfy#序55000
土地规划	tdghug#序55000
铜管乐队	tgydje#序55000
通过培训	tgpxzy#序55000
唐吉诃德	tjhdgi#序55000
田忌赛马	tjsmkv#序55000
跳交谊舞	tjywzp#序55000
痛苦万分	tkwfbb#序55000
吐司面包	tsmbkb#序55000
填字游戏	tzyxty#序55000
万隆会议	wlhyay#序55000
无聊乏味	wlfwak#序55000
未来战士	wlvuau#序55000
稳定物价	wdwjhr#序55000
武汉三镇	whsvaj#序55000
卧轨自杀	wgzuix#序55000
无机可乘	wjkiaq#序55000
文景之治	wjvvwd#序55000
无名之火	wmvhad#序55000
完全变态	wqbtbt#序55000
无线电话	wxdhay#序55000
猥亵妇女	wxfnqv#序55000
无以伦比	wylbab#序55000
午夜惊魂	wyjhpe#序55000
弯腰驼背	wytbwl#序55000
违章驾驶	wvjuzm#序55000
婉转动听	wvdtnk#序55000
雪泥鸿爪	xnhvyp#序55000
叙利亚人	xlyrrp#序55000
下流无耻	xlwiae#序55000
喜不自禁	xbzjum#序55000
新巴尔虎	xbehlh#序55000
硝化甘油	xhgyud#序55000
心怀不满	xhbmdd#序55000
心口如一	xkryda#序55000
小康家庭	xkjtlg#序55000
邪魔外道	xmwdyz#序55000
宣誓就职	xujvbe#序55000
迅速行动	xsxdze#序55000
细微差别	xwibsk#序55000
形象思维	xxswks#序55000
心胸狭隘	xxxade#序55000
相形之下	xxvxma#序55000
闲言闲语	xyxymy#序55000
向左看齐	xzkqpw#序55000
一男半女	ynbnav#序55000
永不退缩	ybtsds#序55000
夜半歌声	ybguwu#序55000
用词不当	ycbdkx#序55000
遗传学家	yixjzb#序55000
勇敢无畏	ygwwst#序55000
有教无类	yjwlum#序55000
一家之计	yjvjay#序55000
已近尾声	yjwuvu#序55000
英吉沙县	yjuxcq#序55000
亚马孙河	ymshad#序55000
幽默小说	ymxuey#序55000
语气助词	yqvcyy#序55000
勇气可嘉	yqkjsu#序55000
要求归还	yqghxz#序55000
御前会议	yqhyiy#序55000
有所创造	ysizuz#序55000
意外获得	ywhdli#序55000
一跃而过	yyegaz#序55000
一言未发	yywfav#序55000
悠悠岁月	yysyrk#序55000
业余活动	yyhdle#序55000
原则同意	yztyil#序55000
运载工具	yzgjzq#序55000
野战部队	yvbdle#序55000
用之于民	yvymkv#序55000
雨中即景	yvjjao#序55000
昭然若揭	vrrjof#序55000
战略轰炸	vlhvlh#序55000
职称评定	vipdeb#序55000
主动攻击	vdgjda#序55000
综合测试	zhcusy#序55000
整改意见	vgyjuk#序55000
准格尔旗	vgeqdf#序55000
在建设中	zjuvul#序55000
杂交育种	zjyvjh#序55000
自觉自愿	zjzypi#序55000
真假难辨	vjnbul#序55000
作贱自己	zjzjrv#序55000
正确方向	vqfxap#序55000
正确轨道	vqgdaz#序55000
正确引导	vqydas#序55000
知情不报	vqbbuf#序55000
自我检讨	zwjtpy#序55000
罪行累累	zxllst#序55000
正弦定理	vxdlaw#序55000
主要差别	vyibdk#序55000
指引方向	vyfxfp#序55000
庄严宣告	vyxggn#序55000
政治力量	vvllvd#序55000
政治力量	vvllvo#序55000
振作精神	vzjufp#序55000
职责所在	vzszeu#序55000
奥尔特加	aetjpl#序55000
奥利维尔	alwepd#序55000
爱情合约	aqhyps#序55000
安全知识	aqvuby#序55000
按照说明	avumfo#序55000
巴巴爸爸	bbbbsb#序55000
巴巴爸爸	bbbbvb#序55000
并不聪明	bbcmbo#序55000
百般无奈	bbwnad#序55000
百变星君	bbxjay#序55000
北部新区	bbxqlk#序55000
变成灰色	bihswd#序55000
保持均衡	bijhri#序55000
编程软件	birjsr#序55000
补充侦查	bivipm#序55000
补充资料	bizlpm#序55000
半懂不懂	bdbddx#序55000
北大教授	bdjulf#序55000
办点实事	bduula#序55000
不断追求	bdvqaa#序55000
不二周助	bevvaq#序55000
播放次数	bfcufm#序55000
播放格式	bfgufy#序55000
部分信息	bfxxlz#序55000
爆发一场	bfyiht#序55000
不顾死活	bgshad#序55000
闭关修炼	bgxlmh#序55000
报告制度	bgvdfg#序55000
保护范围	bhfwrk#序55000
变化趋势	bhquwf#序55000
保护自然	bhzrrp#序55000
边际成本	bjibza#序55000
本届冠军	bjgjab#序55000
编辑软件	bjrjsr#序55000
鼻孔朝天	bkitza#序55000
不可强求	bkqqaa#序55000
包括香港	bkxgbd#序55000
包括英国	bkygbk#序55000
巴黎恋歌	bllgsa#序55000
巴黎恋歌	bllgva#序55000
布兰切特	blqtun#序55000
暴力手段	bludop#序55000
部门决定	bmjdlb#序55000
不明事理	bmulaw#序55000
兵马未动	bmwdqe#序55000
把每一次	bmycfd#序55000
不能立刻	bnlkaw#序55000
不能移动	bnydae#序55000
北欧国家	bogjlb#序55000
不认识吗	brumak#序55000
不是如此	burcav#序55000
补肾壮阳	buvype#序55000
奔腾不息	btbxdz#序55000
不同方面	btfmaa#序55000
百威啤酒	bwpjad#序55000
百万人口	bwrkal#序55000
把握时间	bwujfm#序55000
保险财产	bxcirl#序55000
本性难改	bxngaj#序55000
保修期限	bxqxre#序55000
保险索赔	bxsprk#序55000
波音飞机	byfjdm#序55000
标准格式	bvgumy#序55000
包装设计	bvujby#序55000
标准设计	bvujmy#序55000
保证项目	bvxmrk#序55000
差别对待	ibddyi#序55000
超常发展	iifvtu#序55000
抽查结果	iijgfl#序55000
充电电压	iddywi#序55000
充分感受	ifguwp#序55000
充分显示	ifxuwe#序55000
长跪不起	igbqpt#序55000
成功解决	igjjwd#序55000
出国旅行	iglxvi#序55000
传国玉玺	igyxrd#序55000
长虹集团	ihjtpk#序55000
参会人数	chrusm#序55000
曾经到过	cjdgbz#序55000
常见疾病	ijjbxb#序55000
春节愉快	ijykfx#序55000
苍劲有力	cjylcv#序55000
测控技术	ckjudm#序55000
出口市场	ikuivt#序55000
出口限制	ikxvvp#序55000
处理得好	ildhwn#序55000
处理设施	iluuwf#序55000
聪明过人	cmgrep#序55000
处女情结	inqjws#序55000
长期客户	iqkhpd#序55000
重庆谈判	iqtppb#序55000
采取主动	cqvdpe#序55000
趁人不备	irbbtw#序55000
传染病学	irbxrx#序55000
潮汕地区	iudqdk#序55000
场上队员	iudytk#序55000
从事工作	cugzrr#序55000
城市景观	iujgty#序55000
诚实可靠	iukkyn#序55000
彩色铅笔	csqbpv#序55000
传统思维	itswrs#序55000
宠物商店	iwudbg#序55000
创新活动	ixhdre#序55000
重新加入	ixjrpp#序55000
朝鲜冷面	ixlmua#序55000
创新设计	ixujry#序55000
城乡收入	ixurtp#序55000
车行天下	ixtxaa#序55000
程序问题	ixwtho#序55000
出现以来	ixylva#序55000
超限运输	ixyuti#序55000
重新组装	ixzvpd#序55000
参与改革	cyggsn#序55000
创业基金	iyjjrr#序55000
餐饮连锁	cylslj#序55000
次要矛盾	cymddp#序55000
处以死刑	iysxwk#序55000
操作处理	czilfw#序55000
成长阶段	ivjdwp#序55000
成长快乐	ivklwp#序55000
创造能力	iznlrv#序55000
垂直起降	ivqjpe#序55000
粗壮有力	cvylmv#序55000
创作自由	izzyrl#序55000
大步前进	dbqjuz#序55000
点此查看	dciklu#序55000
打得不好	ddbhfn#序55000
电动扶梯	ddftlm#序55000
得道高僧	ddgsir#序55000
动动脑筋	ddnjev#序55000
得到市场	dduiit#序55000
调度中心	ddvxyd#序55000
对二甲苯	dejbyc#序55000
电光火石	dghula#序55000
戴高帽子	dgmzuv#序55000
动画创作	dhizer#序55000
大会主席	dhvxug#序55000
低价策略	djclrt#序55000
打击盗版	djdbfp#序55000
东交民巷	djmxac#序55000
对抗赛上	dksuyl#序55000
贷款限额	dkxerb#序55000
捣乱分子	dlfzfv#序55000
得力干将	dlgjid#序55000
代理关系	dlgxrp#序55000
电力科学	dlkxlx#序55000
大量收购	dluguk#序55000
大量投资	dltzud#序55000
电力项目	dlxmlk#序55000
等了又等	dlydvv#序55000
地理因素	dlystf#序55000
登录帐号	dlvhvk#序55000
电力资源	dlzyld#序55000
独立战争	dlvvqd#序55000
镀膜玻璃	dmbljw#序55000
动漫壁纸	dmbves#序55000
大魔法师	dmfuul#序55000
低能见度	dnjdrg#序55000
电脑组装	dnzvld#序55000
大鹏展翅	dpviuu#序55000
短期负债	dqfvur#序55000
电气集团	dqjtlk#序55000
短期课程	dqkiuh#序55000
大气科学	dqkxux#序55000
定期维护	dqwhbf#序55000
大气压强	dqyqug#序55000
第十八期	dubqvq#序55000
电视产业	duiyll#序55000
大声讲话	dujhuy#序55000
电视栏目	dulmlk#序55000
第十三课	duskvy#序55000
动态效果	dtxgel#序55000
打探消息	dtxxfz#序55000
第五单元	dwdyve#序55000
地下暗河	dxahtd#序55000
大学经济	dxjjud#序55000
电信线路	dxxllz#序55000
电影片段	dypdlp#序55000
第一杀手	dyuuvp#序55000
东游西逛	dyxgaz#序55000
到终点站	dvdval#序55000
电子函件	dzhjlr#序55000
带状疱疹	dvpvfb#序55000
而不影响	ebyxak#序55000
二男一女	enynav#序55000
饿其体肤	eqtfuo#序55000
儿童保护	etbhpf#序55000
儿童少年	etunpp#序55000
儿童时期	etuqpq#序55000
儿童之家	etvjpb#序55000
额外成本	ewibba#序55000
二氧化氯	eyhlaq#序55000
方案实施	fauudf#序55000
分辨好坏	fbhhbt#序55000
浮浮沉沉	ffiidd#序55000
防辐射服	ffufeo#序55000
法官大人	fgdrdp#序55000
非婚生子	fhuzlv#序55000
风林火山	flhujl#序55000
扶贫工程	fpgifh#序55000
法人单位	frdwdr#序55000
发射信号	fuxhvk#序55000
防水性能	fuxnes#序55000
发生在前	fuzqvb#序55000
服务场所	fwisop#序55000
服务规范	fwgfoc#序55000
房屋建设	fwjuhy#序55000
房屋面积	fwmjhh#序55000
分析材料	fxclbm#序55000
风险评价	fxpjjr#序55000
发行数量	fxulvd#序55000
发行数量	fxulvo#序55000
风险资本	fxzbja#序55000
发行证券	fxvqvj#序55000
分享资源	fxzybd#序55000
非盈利性	fylxlx#序55000
风雨同路	fytljz#序55000
奋勇向前	fyxqdb#序55000
放着不管	fvbgfv#序55000
发展轨道	fvgdvz#序55000
辅助生产	fvuiil#序55000
放之四海	fvshfd#序55000
仿真系统	fvxtrs#序55000
法制意识	fvyudy#序55000
犯罪证据	fzvjqf#序55000
改变策略	gbcljt#序55000
工厂倒闭	gidbam#序55000
国产设备	giubkw#序55000
规定标准	gdbvfd#序55000
更大尺寸	gdicaa#序55000
过度紧张	gdjvzg#序55000
高度敏感	gdmgww#序55000
高度敏感	gdmgwx#序55000
广大听众	gdtvdr#序55000
广大听众	gdtvwr#序55000
感到羞耻	gdxiwe#序55000
感到羞耻	gdxixe#序55000
感到心里	gdxlwl#序55000
感到心里	gdxlxl#序55000
广大用户	gdyhdd#序55000
广大用户	gdyhwd#序55000
古典园林	gdylum#序55000
孤胆英雄	gdyxzu#序55000
官方机构	gfjgbm#序55000
干干脆脆	ggccao#序55000
骨干工程	gggilh#序55000
更改姓名	ggxmax#序55000
国家保险	gjbxke#序55000
国际大都	gjddkl#序55000
国家代码	gjdmku#序55000
国际纠纷	gjjfks#序55000
国际快递	gjkdkz#序55000
国际论坛	gjltkt#序55000
关键领域	gjlybt#序55000
更加舒适	gjuuaz#序55000
国家铁路	gjtlkz#序55000
国际运输	gjyuki#序55000
国际有限	gjyxke#序55000
国际专利	gjvlkh#序55000
国际责任	gjzrkr#序55000
顾客满意	gkmyil#序55000
公开声明	gkumbo#序55000
管理方案	glfavb#序55000
管理机关	gljgvb#序55000
公路赛车	glsiba#序55000
管理思想	glsxvm#序55000
国民财富	gmcfkb#序55000
革命军人	gmjrnp#序55000
公民教育	gmjybw#序55000
购买汽车	gmqika#序55000
观念转变	gnvbyw#序55000
个人评价	grpjrr#序55000
过时不候	gubhzr#序55000
供水管道	gugdrz#序55000
公司集团	gsjtbk#序55000
故事片儿	gupeup#序55000
公司证券	gsvqbj#序55000
钢铁产量	gtiljd#序55000
钢铁产量	gtiljo#序55000
钢铁大王	gtdwja#序55000
国土开发	gtkfkv#序55000
国外产品	gwipkk#序55000
岗位工作	gwgzer#序55000
歌舞剧院	gwjyae#序55000
敢为人先	gwrxvn#序55000
关系方面	gxfmba#序55000
关心体贴	gxttbk#序55000
管弦乐器	gxyqvk#序55000
过于苛刻	gykkzw#序55000
工业控制	gykvap#序55000
关于上海	gyuhbd#序55000
故意挑衅	gytxux#序55000
公益性质	gyxvbp#序55000
工作负责	gzfzaf#序55000
高中教育	gvjyww#序55000
故作神秘	gzumuh#序55000
工作意见	gzyjak#序55000
工作责任	gzzrar#序55000
各种重要	gvvywx#序55000
很不错吧	hbcbik#序55000
海滨地区	hbdqdk#序55000
环保人士	hbruwu#序55000
回避问题	hbwtko#序55000
后保险杠	hbxgpm#序55000
很不协调	hbxtiy#序55000
活得精彩	hdjcdp#序55000
海尔手机	heujdm#序55000
好房出租	hfiznh#序55000
憨厚老实	hhluvb#序55000
和和美美	hhmmhy#序55000
黄海之滨	hhvbcd#序55000
环境变化	hjbhwr#序55000
怀旧金曲	hjjqxl#序55000
环境损害	hjshwb#序55000
很久以来	hjylia#序55000
航空服务	hkfwvw#序55000
混乱不堪	hlbkdt#序55000
汇率改革	hlggdn#序55000
婚恋交友	hljynu#序55000
合理价值	hljvrr#序55000
海鸥飞处	hofidw#序55000
好奇心强	hqxqng#序55000
浑然不觉	hrbjdx#序55000
黑色喜剧	hsxjlu#序55000
还上学吗	huxmzk#序55000
婚丧喜庆	hsxqng#序55000
黄色衣服	hsyfco#序55000
还是以为	huywzd#序55000
合同管理	htglrw#序55000
合同解除	htjire#序55000
后天培养	htpypy#序55000
航天英雄	htyxvu#序55000
海外华侨	hwhqdr#序55000
核心地位	hxdwmr#序55000
活学活用	hxhydk#序55000
化学疗法	hxlfrd#序55000
互相埋怨	hxmyax#序55000
核心芯片	hxxpmp#序55000
互相依赖	hxylau#序55000
化学有限	hxyxre#序55000
化学作用	hxzyrk#序55000
喝一杯茶	hybikc#序55000
红颜白发	hybfsv#序55000
行业产能	hyinis#序55000
怀疑对象	hydxxd#序55000
弘一法师	hyfugl#序55000
海油工程	hygidh#序55000
混业经营	hyjydc#序55000
会议厅里	hytlrl#序55000
会员资格	hyzgrm#序55000
黑鹰坠落	hyvllc#序55000
会展经济	hvjjrd#序55000
合作前景	hzqjro#序55000
合作问题	hzwtro#序55000
基本能力	jbnlqv#序55000
基本条款	jbtkqu#序55000
检查费用	jifymk#序55000
监测工作	jcgzlr#序55000
旧村改造	jcgzlz#序55000
检测软件	jcrjmr#序55000
坚持要求	jiyqla#序55000
基础医学	jiyxqx#序55000
基础英语	jiyyqy#序55000
基础扎实	jivuqb#序55000
经典大片	jddpsp#序55000
降低价格	jdjgem#序55000
经典情歌	jdqgsa#序55000
间谍软件	jdrjmr#序55000
绝地武士	jdwusu#序55000
间谍卫星	jdwxmo#序55000
巨额财富	jecfkb#序55000
据俄罗斯	jelsfq#序55000
价格差异	jgiyrs#序55000
价格定位	jgdwrr#序55000
价格高昂	jggaro#序55000
井冈山市	jguuaw#序55000
经过研究	jgyjsb#序55000
价格支持	jgvirf#序55000
几乎不用	jhbypk#序55000
降价处理	jjilew#序55000
急救措施	jjcudf#序55000
解决群众	jjqvdr#序55000
紧急任务	jjrwlw#序55000
家居设计	jjujby#序55000
经济收益	jjuysb#序55000
家具五金	jjwjbr#序55000
九江学院	jjxype#序55000
即将展开	jjvkga#序55000
经济状态	jjvtst#序55000
经济资源	jjzysd#序55000
家具制造	jjvzbz#序55000
卷款潜逃	jkqtjz#序55000
近来好吗	jlhmzk#序55000
纪录片奖	jlpjsd#序55000
居民住宅	jmvvub#序55000
纪念价值	jnjvsr#序55000
纪念品店	jnpdsg#序55000
加强服务	jqfwlw#序55000
机器故障	jqgvme#序55000
据人民网	jrmwfk#序55000
金融人才	jrrcra#序55000
加入收藏	jruclc#序55000
结束比赛	jubssb#序55000
警示标志	jubvcu#序55000
技术得到	juddfa#序55000
吉首大学	judxux#序55000
经受得住	judvsr#序55000
加收费用	jufylk#序55000
军事工程	jugibh#序55000
竞赛规则	jsgzlk#序55000
结束活动	juhdse#序55000
技术精湛	jujvfd#序55000
精神集中	jujvml#序55000
建设领域	julyzt#序55000
接视频啊	jupafk#序55000
技术权威	juqwfw#序55000
技术权威	juqwfa#序55000
建设水平	juupza#序55000
脊髓损伤	jssudr#序55000
谨慎小心	juxxyd#序55000
紧缩政策	jsvclv#序55000
军事指挥	juvhbf#序55000
接收装置	juvvfs#序55000
交通环境	jthjwt#序55000
集团领导	jtldrs#序55000
集团企业	jtqyrl#序55000
家庭学校	jtxxbm#序55000
街头音乐	jtyyip#序55000
就我所知	jwsvwu#序55000
进行报复	jxbfzp#序55000
举行会晤	jxhwxo#序55000
进行情况	jhqkzd#序55000
进行调解	jxtjzd#序55000
锦绣中华	jxvhjr#序55000
精选专辑	jxvjmi#序55000
检疫部门	jybmmd#序55000
交易大厅	jydtwi#序55000
教育规律	jyglli#序55000
教育活动	jyhdle#序55000
交易合同	jyhtwk#序55000
家有九凤	jyjfbj#序55000
给予警告	jyjgsn#序55000
教育课程	jykilh#序55000
给予肯定	jykdsb#序55000
教育模式	jymuly#序55000
就业数据	jyujwf#序55000
教育思想	jysxlm#序55000
教育投入	jytrlp#序55000
基因序列	jyxlqd#序55000
集中处理	jvilrw#序55000
举重冠军	jvgjxb#序55000
截止期限	jvqxue#序55000
教职人员	jvrylk#序55000
建筑设备	jvubzw#序55000
金砖四国	jvsgrk#序55000
记者问他	jvwtyr#序55000
甲状腺瘤	jvxllb#序55000
集中销售	jvxurr#序55000
静止状态	jvvtft#序55000
看不见呀	kbjyuk#序55000
课程改革	kiggyn#序55000
课程纲要	kigyyx#序55000
开工仪式	kgyuay#序55000
开棺验尸	kgyuav#序55000
科级干部	kjgbhl#序55000
会计机构	kjjgrm#序55000
科技力量	kjllhd#序55000
科技力量	kjllho#序55000
科技项目	kjxmhk#序55000
考虑将来	kljlla#序55000
看来似乎	klshup#序55000
可能很小	knhxdl#序55000
空气压缩	kqysbs#序55000
科任老师	krluhl#序55000
考试及格	kujglm#序55000
开始控制	kukvap#序55000
开始习惯	kuxgax#序55000
快速选择	ksxzxf#序55000
快速阅读	ksydxy#序55000
开始组织	kuzvas#序55000
口头表达	ktbdlz#序55000
开题报告	ktbgan#序55000
坎特伯雷	ktblty#序55000
卡通动漫	ktdmud#序55000
空调品牌	ktppbp#序55000
看图软件	ktrjur#序55000
卡通图案	kttaub#序55000
看望慰问	kwwwum#序55000
科学价值	kxjvhr#序55000
客运车辆	kyilbi#序55000
控制制度	kvvdfg#序55000
乱蹦乱跳	lbltqz#序55000
流遍全身	lbqudp#序55000
流传下去	lixqdt#序55000
劳动成本	ldibca#序55000
劳动防护	ldfhcf#序55000
领导人才	ldrcra#序55000
立方分米	lffmwd#序55000
连贯起来	lgqlza#序55000
六个星期	lgxqwq#序55000
两个字母	lgzmav#序55000
连环车祸	lhihzp#序55000
两河流域	lhlyat#序55000
来回移动	lhydae#序55000
立即出发	ljifwv#序55000
连接方式	ljfuzy#序55000
了解市场	ljuivt#序55000
路立交桥	lljqzm#序55000
连名带姓	lmdxzn#序55000
联盟计划	lmjheg#序55000
浪漫色彩	lmscdp#序55000
老年妇女	lnfnlv#序55000
利润分成	lrfihw#序55000
令人着迷	lrvmrz#序55000
雷声大作	ludzyr#序55000
蓝色巨人	lsjrcp#序55000
聊天交友	ltjyeu#序55000
老太太家	lttjlb#序55000
连续参加	lxcjzl#序55000
领先技术	lxjurm#序55000
留学美国	lxmgpk#序55000
流行前线	lxqxds#序55000
旅游客车	lykifa#序55000
旅游设施	lyuuff#序55000
旅游套餐	lytcfl#序55000
利用自身	lyzuhp#序55000
弥补损失	mbsugp#序55000
每半小时	mbxupo#序55000
民办小学	mbxxvx#序55000
目标一致	mbyvka#序55000
民风淳朴	mfipvm#序55000
美国城市	mgiuyw#序55000
每隔一天	mgytpa#序55000
美国政治	mgvvyd#序55000
漫画人物	mhrwdn#序55000
面临困难	mlknay#序55000
美丽少女	mlunyv#序55000
梅里雪山	mlxuml#序55000
梅兰竹菊	mlvjmc#序55000
买卖关系	mmgxvp#序55000
密码系统	mmxtbs#序55000
美女壁纸	mnbvys#序55000
模拟环境	mnhjmt#序55000
每年十月	mnuypk#序55000
勉强通过	mqtgdz#序55000
没人要啊	mryadk#序55000
没头苍蝇	mtcydi#序55000
马踏飞燕	mtfyvn#序55000
明星企业	mxqyol#序55000
贸易额达	myedpz#序55000
贸易发展	myfvpu#序55000
贸易规模	mygmpm#序55000
没有困难	mykndy#序55000
免疫缺陷	myqxde#序55000
每月收入	myurpp#序55000
没有严格	myygdm#序55000
民众参与	mvcyva#序55000
那不错啊	nbcavk#序55000
内部电话	nbdhly#序55000
难辨真伪	nbvwyr#序55000
奈何不了	nhbldv#序55000
你和谁啊	nhuark#序55000
能量储存	nlicsu#序55000
年老多病	nldbpb#序55000
能量释放	nlufsf#序55000
女魔法师	nmfuvl#序55000
农民生活	nmuhdd#序55000
农民运动	nmydde#序55000
尼玛泽仁	nmzrur#序55000
年轻姑娘	nqgnpn#序55000
年轻女人	nqnrpp#序55000
弄清事实	nquuwb#序55000
年青一代	nqydpr#序55000
你认识啊	nruark#序55000
那时花开	nuhkva#序55000
奶声奶气	nunqnp#序55000
南通大学	ntdxux#序55000
女性魅力	nxmlvv#序55000
你先玩吧	nxwbrk#序55000
能源公司	nygssv#序55000
浓妆淡抹	nvdmdf#序55000
女子篮球	nzlqvw#序55000
你在线吗	nzxmrk#序55000
平安归来	paglaa#序55000
皮糙肉厚	pcrhvi#序55000
赔偿义务	piywkw#序55000
批斗大会	pddhfr#序55000
评估有限	pgyxye#序55000
破获案件	phajur#序55000
配合使用	phuyyk#序55000
排列起来	plqlfa#序55000
品牌内涵	ppnhkd#序55000
培养基地	pyjdtt#序55000
配置功能	pvgnys#序55000
全部股份	qbgfrr#序55000
情比金坚	qbjjxl#序55000
清楚明白	qimbdp#序55000
晴到多云	qddyoe#序55000
启动画面	qdhmha#序55000
启动机器	qdjqhk#序55000
驱动技术	qdjumm#序55000
全功能版	qgnbrp#序55000
气候灾害	qhzhpb#序55000
七级浮屠	qjftau#序55000
切开以后	qkyhqp#序55000
去留无意	qlwytl#序55000
全面协调	qmxtry#序55000
轻轻地吹	qqdiik#序55000
强强对话	qqdhgy#序55000
群起而攻	qqegyg#序55000
千秋万载	qqwzpu#序55000
全球总裁	qqzcru#序55000
确认订单	qrddub#序55000
齐人之福	qrvfwp#序55000
青少年学	qunxfx#序55000
轻松赚钱	qsvqij#序55000
凄婉动人	qwdrdp#序55000
抢修工作	qxgzfr#序55000
企业成本	qyibra#序55000
企业登记	qydjry#序55000
强制退出	qvtigv#序55000
前置条件	qvtjbr#序55000
热爱生命	raumfr#序55000
日本女性	rbnxkx#序55000
人才选拔	rcxbpf#序55000
人大名单	rdmdpb#序55000
人工控制	rgkvpp#序55000
日韩流行	rhlxki#序55000
软件版本	rjbbia#序55000
人类进化	rljhpr#序55000
人类智慧	rlvhpf#序55000
热情如火	rqrhfd#序55000
仍然有效	rryxrw#序55000
认识过程	rugiyh#序55000
认识了解	ruljyd#序55000
人文风情	rwfqpx#序55000
任务在身	rwzurp#序55000
日夜操劳	ryclkc#序55000
容易受骗	ryupbm#序55000
人员申请	ryuqpy#序55000
人鱼小姐	ryxjpn#序55000
认证制度	rvvdyg#序55000
认证中心	rvvxyd#序55000
索爱手机	saujum#序55000
设备技术	ubjuym#序55000
市场策略	uiclwt#序55000
首次订购	ucdgbk#序55000
市场导向	uidxwp#序55000
送餐服务	scfwzw#序55000
