---config@码表分类=主码-5
---config@允许编辑=是
---config@码表别名=系统词组
就是	jquiyr#序60000
详细计划	xxxijihwyg#序60000
详细交代	xxxijnddyr#序60000
想像不出	xxxxbuiuxc#序60000
想像不出	xxxxbuiuxu#序60000
想像空间	xxxxksjmxm#序60000
想像空间	xxxxksjmxo#序60000
想像空间	xxxxksjmxr#序60000
小小心愿	xnxnxlyrlx#序60000
小心为上	xnxlwzuhll#序60000
欣喜之余	xlxiviyujr#序60000
欣喜之余	xlxiviyuqr#序60000
新鲜话题	xlxmhwtiqu#序60000
心胸变得	xlxsbmdedi#序60000
虚心求教	xuxlqqjnhx#序60000
学习榜样	xtxibhyhdm#序60000
学习榜样	xtxibhyhzm#序60000
学习打字	xtxidazidb#序60000
学习打字	xtxidazizb#序60000
学习电脑	xtxidmncdy#序60000
学习电脑	xtxidmnczy#序60000
学习费用	xtxifzysdk#序60000
学习费用	xtxifzyszk#序60000
学习刻苦	xtxikekudc#序60000
学习刻苦	xtxikekuzc#序60000
学习困难	xtxikynjdy#序60000
学习困难	xtxikynjzy#序60000
学习实践	xtxiuijmdz#序60000
学习实践	xtxiuijmzz#序60000
学习水平	xtxiuvpkda#序60000
学习水平	xtxiuvpkza#序60000
学习无关	xtxiwugrdb#序60000
学习无关	xtxiwugrzb#序60000
学习总结	xtxizsjpds#序60000
学习总结	xtxizsjpzs#序60000
学校饭堂	xtxnfjthdd#序60000
学校饭堂	xtxnfjthdt#序60000
学校饭堂	xtxnfjthdx#序60000
学校饭堂	xtxnfjthzd#序60000
学校饭堂	xtxnfjthzt#序60000
学校饭堂	xtxnfjthzx#序60000
学校规定	xtxngvdkdb#序60000
学校规定	xtxngvdkzb#序60000
学校既不	xtxnjibuda#序60000
学校既不	xtxnjibuza#序60000
学校师生	xtxnuiugdn#序60000
学校师生	xtxnuiugzn#序60000
嬉戏玩耍	xixiwjuwnn#序60000
细雨蒙蒙	xiyumgmgsc#序60000
细雨潇潇	xiyuxnxnsd#序60000
小鱼成群	xnyuigqyly#序60000
小圆脸儿	xnyrlmerlp#序60000
校园名曲	xnyrmkquml#序60000
校园诗人	xnyruirfmp#序60000
心有疑虑	xlybyilvdh#序60000
心有疑虑	xlybyilvdx#序60000
兴业证券	xkyevgqrbd#序60000
兴业证券	xkyevgqrbj#序60000
兴业证券	xkyevgqrdd#序60000
兴业证券	xkyevgqrdj#序60000
需要大批	xuycdapiyf#序60000
需要大批	xuycdapiyt#序60000
需要教育	xuycjnyuyd#序60000
需要教育	xuycjnyuyo#序60000
需要教育	xuycjnyuyw#序60000
需要教育	xuycjnyuyy#序60000
需要人民	xuycrfmlya#序60000
需要人民	xuycrfmlyk#序60000
需要人民	xuycrfmlyv#序60000
学业进步	xtyejlbudv#序60000
学业进步	xtyejlbuzv#序60000
学一辈子	xtyibzzida#序60000
学一辈子	xtyibzzidv#序60000
学一辈子	xtyibzziza#序60000
学一辈子	xtyibzzizv#序60000
细致观察	xivigriasb#序60000
闲置状态	xmvivxtdmx#序60000
现在只需	xmzdvixuwy#序60000
心中偶像	xlvsouxxdr#序60000
心中忧闷	xlvsybmfdm#序60000
修正错误	xqvgcowury#序60000
旋转按钮	xrvrannqfj#序60000
选择时机	xrzeuijizm#序60000
选择志愿	xrzeviyrzx#序60000
雪兆丰年	xtvcfgnmyp#序60000
雪兆丰年	xtvcfgnmyr#序60000
寻找东西	xyvcdsxica#序60000
寻找东西	xyvcdsxixa#序60000
寻找理想	xyvclixxcx#序60000
寻找理想	xyvclixxxx#序60000
鸭绿江畔	yalujxpjjt#序60000
鸭绿江畔	yalujxpjnt#序60000
要认识到	ycrfuidcxv#序60000
夜里下雨	yelixwyuda#序60000
夜里下雨	yelixwyuwa#序60000
一流服务	yilqfuwuaw#序60000
一流企业	yilqqiyeal#序60000
一路上升	yiluuhugap#序60000
议论别人	yilybprfyp#序60000
议论起来	yilyqildya#序60000
有利无害	ybliwuhdob#序60000
有利无害	ybliwuhdub#序60000
有利无害	ybliwuhdyb#序60000
有了大量	ybledalxoo#序60000
有了大量	ybledalxor#序60000
有了大量	ybledalxuo#序60000
有了大量	ybledalxur#序60000
有了大量	ybledalxyo#序60000
有了大量	ybledalxyr#序60000
有了许多	yblexudoox#序60000
有了许多	yblexudoux#序60000
有了许多	yblexudoyx#序60000
又懒又笨	ybljybbfvv#序60000
又能够不	ybnggbbuva#序60000
又忍住了	ybrfvuleva#序60000
又忍住了	ybrfvulevv#序60000
舆论力量	yulylilxpo#序60000
舆论力量	yulylilxpr#序60000
舆论力量	yulylilxio#序60000
舆论力量	yulylilxir#序60000
愈来愈大	yuldyudaxa#序60000
愈来愈大	yuldyudaxh#序60000
原来不同	yrldbutsik#序60000
原任职务	yrrfviwuiw#序60000
越来越圆	ytldytyrzk#序60000
演变成为	yjbmigwzdd#序60000
一杯热茶	yibzreiaac#序60000
一边一个	yibmyigeap#序60000
一边一个	yibmyigear#序60000
永不过时	ysbugouidr#序60000
永不生锈	ysbuugxqdj#序60000
烟尘滚滚	yjifgygyhd#序60000
演出经验	yjiujkyjdm#序60000
一场变革	yiihbmgeaa#序60000
一场变革	yiihbmgeac#序60000
一场变革	yiihbmgean#序60000
一场对话	yiihdvhway#序60000
一场浩劫	yiihhcjpaq#序60000
异常精美	yiihjkmzcd#序60000
异常精美	yiihjkmzcy#序60000
异常精美	yiihjkmzsd#序60000
异常精美	yiihjkmzsy#序60000
异常美丽	yiihmzlica#序60000
异常美丽	yiihmzlisa#序60000
引车卖浆	yliemdjxgu#序60000
涌出一种	ysiuyivsdh#序60000
忧从中来	ybcsvsldxa#序60000
又长又圆	ybvhybyrvk#序60000
又脆又甜	ybcvybtmvu#序60000
与此相伴	yucixxbjar#序60000
遇刺身亡	yuciufwhzd#序60000
远处眺望	yriutnwhzw#序60000
一大考验	yidakcyjam#序60000
一大障碍	yidavhaiau#序60000
一道闪电	yidcujdmal#序60000
一滴一滴	yidiyidiad#序60000
一定要求	yidkycqqaa#序60000
一队人马	yidvrfmaaa#序60000
一队人马	yidvrfmaav#序60000
引导顾客	yldcgukegb#序60000
引导人们	yldcrfmfgr#序60000
引导人民	yldcrfmlga#序60000
引导人民	yldcrfmlgk#序60000
引导人民	yldcrfmlgv#序60000
赢得成功	ykdeiggsbg#序60000
赢得成功	ykdeiggsbl#序60000
赢得成功	ykdeiggswg#序60000
赢得成功	ykdeiggswl#序60000
涌到嘴边	ysdczvbmdz#序60000
有待时间	ybdduijmom#序60000
有待时间	ybdduijmoo#序60000
有待时间	ybdduijmor#序60000
有待时间	ybdduijmum#序60000
有待时间	ybdduijmuo#序60000
有待时间	ybdduijmur#序60000
有待时间	ybdduijmym#序60000
有待时间	ybdduijmyo#序60000
有待时间	ybdduijmyr#序60000
有点失望	ybdmuiwhow#序60000
有点失望	ybdmuiwhuw#序60000
有点失望	ybdmuiwhyw#序60000
遇到来自	yudcldzizp#序60000
遇到阻碍	yudczuaizu#序60000
预定期限	yudkqixmye#序60000
咽喉要地	yjhbycdikt#序60000
扬帆启航	yhfjqihhfv#序60000
扬帆启航	yhfjqihhtv#序60000
一番努力	yifjnuliag#序60000
一河之隔	yihevigeae#序60000
衣服破旧	yifupojqdl#序60000
迎合观众	ykhegrvszr#序60000
用户投诉	yshutbsuky#序60000
有花有果	ybhwybgool#序60000
有花有果	ybhwybgoot#序60000
有花有果	ybhwybgoul#序60000
有花有果	ybhwybgout#序60000
有花有果	ybhwybgoyl#序60000
有花有果	ybhwybgoyt#序60000
有话就说	ybhwjquooy#序60000
有话就说	ybhwjquouy#序60000
有话就说	ybhwjquoyy#序60000
又黑又硬	ybhzybykvu#序60000
又红又甜	ybhsybtmvu#序60000
约会见面	ythvjmmmsa#序60000
阳光和煦	yhgxhexuer#序60000
摇滚精神	ycgyjkuffu#序60000
摇滚精神	ycgyjkuftu#序60000
一股浓香	yigunsxxah#序60000
因公致残	ylgsvicjkd#序60000
银光闪烁	ylgxujuojh#序60000
应该充满	ykgdismjgd#序60000
应该贯穿	ykgdgrirgx#序60000
应该继承	ykgdjiigga#序60000
应该继承	ykgdjiiggv#序60000
应该如此	ykgdrucigv#序60000
应该树立	ykgduuligd#序60000
应该吸取	ykgdxiquge#序60000
应该吸取	ykgdxiqugy#序60000
勇敢进取	ysgjjlqule#序60000
勇敢进取	ysgjjlquly#序60000
勇敢迈出	ysgjmdiulc#序60000
勇敢迈出	ysgjmdiulu#序60000
勇敢挑战	ysgjtnvjlv#序60000
越过障碍	ytgovhaizu#序60000
月光洒在	ytgxsazdot#序60000
月光洒在	ytgxsazdou#序60000
月光洒在	ytgxsazdyt#序60000
月光洒在	ytgxsazdyu#序60000
月光洒在	ytgxsazdpt#序60000
月光洒在	ytgxsazdpu#序60000
研究学者	yjjqxtveul#序60000
眼角眉梢	yjjnmzucmm#序60000
眼睛模糊	yjjkmohumm#序60000
已经陈旧	yijkifjqal#序60000
已经陈旧	yijkifjqvl#序60000
已经发黄	yijkfahxaa#序60000
已经发黄	yijkfahxva#序60000
已经黄昏	yijkhxhyao#序60000
已经黄昏	yijkhxhyar#序60000
已经黄昏	yijkhxhyvo#序60000
已经黄昏	yijkhxhyvr#序60000
已经快成	yijkkkigag#序60000
已经快成	yijkkkigaw#序60000
已经快成	yijkkkigvg#序60000
已经快成	yijkkkigvw#序60000
已经下岗	yijkxwghau#序60000
已经下岗	yijkxwghvu#序60000
已经预定	yijkyudkab#序60000
已经预定	yijkyudkvb#序60000
已经预见	yijkyujmaa#序60000
已经预见	yijkyujmae#序60000
已经预见	yijkyujmak#序60000
已经预见	yijkyujmau#序60000
已经预见	yijkyujmva#序60000
已经预见	yijkyujmve#序60000
已经预见	yijkyujmvk#序60000
已经预见	yijkyujmvu#序60000
已经遭到	yijkzcdcav#序60000
已经遭到	yijkzcdcvv#序60000
乙级联赛	yijilmsdab#序60000
乙级联赛	yijilmsdvb#序60000
乙级联赛	yijilmsdyb#序60000
意见很多	yijmhfdoyx#序60000
意见最大	yijmzvdaya#序60000
意见最大	yijmzvdayh#序60000
饮酒过度	yljqgoduug#序60000
引进先进	yljlxmjlgz#序60000
悠久传统	ybjqirtsxs#序60000
预计大盘	yujidapjym#序60000
预计大盘	yujidapjyv#序60000
夜幕笼罩	yemulsvcds#序60000
夜幕笼罩	yemulsvcws#序60000
又没拿到	ybmznadcvv#序60000
一拍大腿	yipddatvay#序60000
一片痴情	yipmiiqkax#序60000
一片荒凉	yipmhxlxad#序60000
一片惊呼	yipmjkhuak#序60000
一片真心	yipmvfxlad#序60000
要求服务	ycqqfuwuxw#序60000
要求老师	ycqqlcuixl#序60000
一切痛苦	yiqptskuac#序60000
引起误解	ylqiwujpgj#序60000
有强有弱	ybqxybroog#序60000
有强有弱	ybqxybroug#序60000
有强有弱	ybqxybroyg#序60000
又轻又细	ybqkybxivs#序60000
颜色太深	yjsetdufyd#序60000
夜色降临	yesejxlldl#序60000
夜色降临	yesejxllwl#序60000
一身伤病	yiufuhbkab#序60000
一生坎坷	yiugkjkeat#序60000
一时大意	yiuidayiay#序60000
一手造成	yiubzcigag#序60000
一手造成	yiubzcigaw#序60000
一双巧手	yiuxqnubap#序60000
医生抢救	yiugqxjqkq#序60000
医生诊断	yiugvfdrkj#序60000
艺术水准	yiuuuvvycd#序60000
艺术珍品	yiuuvfplck#序60000
意思不明	yisibumkyr#序60000
意思相近	yisixxjlyz#序60000
银色世界	ylseuijpjt#序60000
由什么样	ybufmeyhlm#序60000
有升有降	ybugybjxoe#序60000
有升有降	ybugybjxue#序60000
有升有降	ybugybjxye#序60000
有时遇到	ybuiyudcov#序60000
有时遇到	ybuiyudcuv#序60000
有时遇到	ybuiyudcyv#序60000
右手拿出	ybubnaiukc#序60000
右手拿出	ybubnaiuku#序60000
右手拿出	ybubnaiuuc#序60000
右手拿出	ybubnaiuuu#序60000
玉石雕成	yuuidnigag#序60000
玉石雕成	yuuidnigaw#序60000
玉石雕成	yuuidnighg#序60000
玉石雕成	yuuidnighw#序60000
玉石雕成	yuuidnigwg#序60000
玉石雕成	yuuidnigww#序60000
原始时代	yruiuiddir#序60000
约束能力	ytuunglisg#序60000
运送给养	yyssgzyhzy#序60000
运算结果	yysrjpgozl#序60000
运算结果	yysrjpgozt#序60000
一捅就破	yitsjqpoau#序60000
玉堂闲话	yuthxmhway#序60000
玉堂闲话	yuthxmhwhy#序60000
玉堂闲话	yuthxmhwwy#序60000
烟雾消散	yjwuxnsjhw#序60000
仰望夜空	yhwhyeksrx#序60000
业外人士	yewdrfuila#序60000
业外人士	yewdrfuilh#序60000
业外人士	yewdrfuilu#序60000
业务顾问	yewuguwflk#序60000
业务顾问	yewuguwflm#序60000
业务网络	yewuwhlols#序60000
业务指标	yewuvibnlm#序60000
业务专长	yewuvrihlp#序60000
有望达到	ybwhdadcov#序60000
有望达到	ybwhdadcuv#序60000
有望达到	ybwhdadcyv#序60000
药性发作	ycxkfazocr#序60000
要想成为	ycxxigwzxd#序60000
要挟对方	ycxpdvfhxd#序60000
要挟对方	ycxpdvfhxw#序60000
一线光明	yixmgxmkar#序60000
一笑一颦	yixnyiplab#序60000
一笑一颦	yixnyiplav#序60000
一些看法	yixpkjfaad#序60000
英雄迟暮	ykxsiimucc#序60000
英雄迟暮	ykxsiimuco#序60000
英雄迟暮	ykxsiimucr#序60000
影响力度	ykxxlidujg#序60000
影响全局	ykxxqrjuju#序60000
用心思考	ysxlsikckl#序60000
优先目标	ybxmmubnrm#序60000
悠闲时光	ybxmuigxxe#序60000
悠闲时光	ybxmuigxxx#序60000
尤显突出	ybxmtuiuac#序60000
尤显突出	ybxmtuiuau#序60000
尤显突出	ybxmtuiuhc#序60000
尤显突出	ybxmtuiuhu#序60000
尤显突出	ybxmtuiuyc#序60000
尤显突出	ybxmtuiuyu#序60000
游戏广场	ybxigxihdt#序60000
有效方法	ybxnfhfaod#序60000
有效方法	ybxnfhfaud#序60000
有效方法	ybxnfhfayd#序60000
有些混乱	ybxphylrou#序60000
有些混乱	ybxphylruu#序60000
有些混乱	ybxphylryu#序60000
有些恐惧	ybxpksjuox#序60000
有些恐惧	ybxpksjuux#序60000
有些恐惧	ybxpksjuyx#序60000
有些同志	ybxptsviou#序60000
有些同志	ybxptsviox#序60000
有些同志	ybxptsviuu#序60000
有些同志	ybxptsviux#序60000
有些同志	ybxptsviyu#序60000
有些同志	ybxptsviyx#序60000
又细又长	ybxiybvhvp#序60000
又小又矮	ybxnybaivu#序60000
一夜安眠	yiyeanmmam#序60000
一夜未归	yiyewzgval#序60000
音乐茶座	ylytiazolg#序60000
音乐团体	ylyttrtilr#序60000
阴阳两面	ylyhlxmmea#序60000
隐隐露出	ylylluiuec#序60000
隐隐露出	ylylluiueu#序60000
英勇抗击	ykyskhjica#序60000
英勇战斗	ykysvjdbcd#序60000
拥有青春	ysybqkiyff#序60000
拥有青春	ysybqkiyfo#序60000
拥有青春	ysybqkiyfr#序60000
拥有青春	ysybqkiytf#序60000
拥有青春	ysybqkiyto#序60000
拥有青春	ysybqkiytr#序60000
永远奋斗	ysyrffdbdd#序60000
永远立于	ysyrliyuda#序60000
勇于改革	ysyugdgela#序60000
勇于改革	ysyugdgelc#序60000
勇于改革	ysyugdgeln#序60000
勇于攀登	ysyupjdgld#序60000
勇于拼搏	ysyuplbolf#序60000
勇于拼搏	ysyuplbolt#序60000
优越生活	ybytughord#序60000
由于学习	ybyuxtxilg#序60000
由远及近	ybyrjijllz#序60000
又圆又滑	ybyrybhwvd#序60000
予以肯定	yuyikfdkab#序60000
予以肯定	yuyikfdksb#序60000
予以肯定	yuyikfdkvb#序60000
予以制止	yuyivivial#序60000
予以制止	yuyivivisl#序60000
予以制止	yuyivivivl#序60000
语言朴实	yuyjpuuiyb#序60000
原因就在	yryljqzdit#序60000
原因就在	yryljqzdiu#序60000
原因如下	yrylruxwia#序60000
远洋宾馆	yryhblgrzu#序60000
运用手中	yyysubvszl#序60000
孕育生命	yyyuugmkzr#序60000
研制计划	yjvijihwud#序60000
研制计划	yjvijihwug#序60000
演奏乐曲	yjzbytqudl#序60000
咬住嘴唇	ycvuzviyki#序60000
咬住嘴唇	ycvuzviykk#序60000
一则材料	yizecdlnam#序60000
一阵大笑	yivfdaxnav#序60000
一阵哗然	yivfhwrjad#序60000
一阵哗然	yivfhwrjah#序60000
一阵凉风	yivflxfgaj#序60000
衣着简朴	yivojmpudm#序60000
衣着朴素	yivopusudf#序60000
衣着朴素	yivopusuds#序60000
应致力于	ykviliyuga#序60000
营造法式	ykzcfauicg#序60000
营造法式	ykzcfauicy#序60000
又指出了	ybviiuleva#序60000
又指出了	ybviiulevv#序60000
原子时代	yrziuiddir#序60000
远在异乡	yrzdyixxza#序60000
远在异乡	yrzdyixxzv#序60000
在临走前	zdllzbqmtb#序60000
在临走前	zdllzbqmub#序60000
脏乱不堪	zhlrbukjyt#序60000
早日到来	zcridcldra#序60000
择偶对象	zeoudvxxfd#序60000
择偶对象	zeoudvxxfp#序60000
择偶对象	zeoudvxxfu#序60000
择偶对象	zeoudvxxtd#序60000
择偶对象	zeoudvxxtp#序60000
择偶对象	zeoudvxxtu#序60000
占了多数	vjledouull#序60000
占了先机	vjlexmjilm#序60000
战略思考	vjltsikcvl#序60000
张了张嘴	vhlevhzvgk#序60000
这里既有	velijiybzo#序60000
这里既有	velijiybzu#序60000
这里既有	velijiybzy#序60000
直流眼泪	vilqyjlzad#序60000
直流眼泪	vilqyjlzhd#序60000
直流眼泪	vilqyjlzud#序60000
只能发出	vingfaiukc#序60000
只能发出	vingfaiuku#序60000
智力超群	viliicqyvy#序60000
质量提高	vilxtigcpd#序60000
质量提高	vilxtigcpw#序60000
治理腐败	vilifubddb#序60000
治理腐败	vilifubddw#序60000
治理治理	vilivilidw#序60000
中俄双方	vseeuxfhld#序60000
中俄双方	vseeuxfhlw#序60000
中日邦交	vsribhjnld#序60000
中日邦交	vsribhjnll#序60000
中日邦交	vsribhjnlw#序60000
钟爱有加	vsaiybjwjl#序60000
钟落潭镇	vslotjvfjj#序60000
终了一生	vslnyiugsn#序60000
转了一会	vrleyihvir#序60000
着力改善	voligdujyk#序60000
着力改善	voligdujyy#序60000
滋润皮肤	zirypifudy#序60000
紫罗兰花	ziloljhwsc#序60000
自然包括	zirjbckopf#序60000
自然包括	zirjbckopt#序60000
走了过去	zblegoqutt#序60000
嘴里还说	zvlihduoky#序60000
嘴里还在	zvlihdzdkt#序60000
嘴里还在	zvlihdzdku#序60000
占卜吉凶	vjbujixsli#序60000
占卜吉凶	vjbujixslk#序60000
照搬照抄	vcbjvcicvf#序60000
照搬照抄	vcbjvcicvt#序60000
真不害臊	vfbuhdscuy#序60000
逐步淡化	vubudjhwzr#序60000
逐步弱化	vuburohwzr#序60000
逐步消失	vubuxnuizp#序60000
主办机构	vubjjigbdm#序60000
转变之后	vrbmvihbip#序60000
准备启程	vybzqiigdh#序60000
找出原因	vciuyrylfk#序60000
找出原因	vciuyryltk#序60000
这场风暴	veihfgbczr#序60000
这次展览	vecivjljzl#序60000
正常发展	vgihfavjau#序60000
正常连接	vgihlmjpaf#序60000
正常连接	vgihlmjpat#序60000
直喘粗气	viircuqiap#序60000
直喘粗气	viircuqiar#序60000
直喘粗气	viircuqihp#序60000
直喘粗气	viircuqihr#序60000
直喘粗气	viircuqiup#序60000
直喘粗气	viircuqiur#序60000
终成事实	vsiguiuisb#序60000
仲裁结果	vscdjpgorl#序60000
仲裁结果	vscdjpgort#序60000
自查结果	ziiajpgopl#序60000
自查结果	ziiajpgopt#序60000
折断翅膀	vedriibhfy#序60000
折断翅膀	vedriibhty#序60000
震荡剧烈	vfdhjulpyd#序60000
震荡剧烈	vfdhjulpyh#序60000
震荡盘整	vfdhpjvgyv#序60000
镇定自如	vfdkzirujn#序60000
睁得圆圆	vgdeyryrmk#序60000
争夺人才	vgdorfcdda#序60000
直打哆嗦	vidadosoak#序60000
直打哆嗦	vidadosohk#序60000
直打哆嗦	vidadosouk#序60000
直到达到	vidcdadcav#序60000
直到达到	vidcdadchv#序60000
直到达到	vidcdadcuv#序60000
直到自己	vidczijiaa#序60000
直到自己	vidczijiav#序60000
直到自己	vidczijiha#序60000
直到自己	vidczijihv#序60000
直到自己	vidczijiua#序60000
直到自己	vidczijiuv#序60000
指导监督	vidcjmdufm#序60000
指导监督	vidcjmdufo#序60000
指导监督	vidcjmdutm#序60000
指导监督	vidcjmduto#序60000
指导群众	vidcqyvsfr#序60000
指导群众	vidcqyvstr#序60000
指点方向	vidmfhxxfp#序60000
指点方向	vidmfhxxtp#序60000
至德要道	videycdcaz#序60000
制定实施	vidkuiuipf#序60000
质地坚硬	vidijmykpu#序60000
治党治国	vidhvigodk#序60000
中弹身亡	vsdjufwhld#序60000
重大题材	vsdaticdpm#序60000
重大选择	vsdaxrzepf#序60000
重大选择	vsdaxrzept#序60000
重点报道	vsdmbcdcpz#序60000
重点观察	vsdmgriapb#序60000
重点集中	vsdmjivspl#序60000
重点技术	vsdmjiuupm#序60000
重点注意	vsdmvuyipy#序60000
重点抓好	vsdmvwhcpn#序60000
主动请求	vudsqkqqda#序60000
自动提高	zidstigcpd#序60000
自动提高	zidstigcpw#序60000
钻到水里	zrdcuvlijl#序60000
最大成就	zvdaigjqry#序60000
最大卖点	zvdamddmrv#序60000
最大目标	zvdamubnrm#序60000
招呼顾客	vchugukefb#序60000
招呼顾客	vchuguketb#序60000
招呼招呼	vchuvchufk#序60000
招呼招呼	vchuvchutk#序60000
征服宇宙	vgfuyuvbib#序60000
正好挡住	vghcdhvuar#序60000
政府牵头	vgfuqmtbwd#序60000
政府掌握	vgfuvhwowf#序60000
政府掌握	vgfuvhwowt#序60000
执法体制	vifativifp#序60000
执法体制	vifativitp#序60000
指挥作战	vihvzovjfv#序60000
指挥作战	vihvzovjtv#序60000
只好承认	vihcigrfky#序60000
只好作罢	vihczobaks#序60000
致富能手	vifungubvp#序60000
忠厚传家	vshbirjwxb#序60000
嘱咐大家	vufudajwkb#序60000
嘱咐我们	vufuwomfkr#序60000
自发组成	zifazuigpg#序60000
自发组成	zifazuigpw#序60000
综合改革	zshegdgesa#序60000
综合改革	zshegdgesc#序60000
综合改革	zshegdgesn#序60000
综合训练	zshexylmss#序60000
最富盛名	zvfuugmkrx#序60000
最后宣布	zvhbxrburj#序60000
最后宣布	zvhbxrburu#序60000
这个情节	vegeqkjpzc#序60000
这个危险	vegewzxmze#序60000
真够麻烦	vfgbmafjuh#序60000
整个框架	vggekxjwvj#序60000
整个胸膛	vggexsthvy#序60000
治国之道	vigovidcdz#序60000
中国气派	vsgoqipdld#序60000
中国题材	vsgoticdlm#序60000
中国演出	vsgoyjiulc#序60000
中国演出	vsgoyjiulu#序60000
主观方面	vugrfhmmda#序60000
纵观历史	zsgrliuisl#序60000
纵观历史	zsgrliuisk#序60000
纵观人类	zsgrrflzsm#序60000
祖国怀抱	zugohkbcuf#序60000
祖国怀抱	zugohkbcut#序60000
最高荣誉	zvgcrsyurx#序60000
左拐右转	zogkybvrgi#序60000
左拐右转	zogkybvrui#序60000
在家办公	zdjwbjgstb#序60000
在家办公	zdjwbjgsub#序60000
至今还能	vijlhdngas#序60000
逐渐变黄	vujmbmhxza#序60000
逐渐富裕	vujmfuyuzy#序60000
逐渐加大	vujmjwdaza#序60000
逐渐加大	vujmjwdazh#序60000
逐渐扩展	vujmkovjzu#序60000
逐渐收缩	vujmubsozs#序60000
逐渐疏远	vujmuuyrzz#序60000
逐渐消亡	vujmxnwhzd#序60000
抓紧清理	vwjlqklifw#序60000
抓紧清理	vwjlqklitw#序60000
抓紧学习	vwjlxtxifg#序60000
抓紧学习	vwjlxtxitg#序60000
浊酒一杯	vojqyibzdm#序60000
自己不足	zijibuzupk#序60000
自己积攒	zijijizjpf#序60000
自己积攒	zijijizjpt#序60000
自己开发	zijikdfapa#序60000
自己开发	zijikdfapf#序60000
自己开发	zijikdfapv#序60000
自己开发	zijikdfapy#序60000
自己力量	zijililxpo#序60000
自己力量	zijililxpr#序60000
自觉行动	zijtxkdspl#序60000
自觉行动	zijtxkdspy#序60000
字迹清晰	zijiqkxibr#序60000
宗教传统	zsjnirtsbs#序60000
宗教学识	zsjnxtuiby#序60000
总结起来	zsjpqildba#序60000
嘴角挂着	zvjngwveky#序60000
最佳配置	zvjwpzvirs#序60000
最近举行	zvjljuxkri#序60000
尊敬父母	zyjkfumuba#序60000
尊敬父母	zyjkfumubv#序60000
尊敬父母	zyjkfumuqa#序60000
尊敬父母	zyjkfumuqv#序60000
尊敬老人	zyjklcrfbp#序60000
尊敬老人	zyjklcrfqp#序60000
在课室里	zdkeuilitl#序60000
在课室里	zdkeuiliul#序60000
绽开笑脸	vjkdxnlmsy#序60000
张开臂膀	vhkdbibhgy#序60000
做空机制	zoksjivirp#序60000
知名作家	vimkzojwkb#序60000
知名作家	vimkzojwub#序60000
专门讲解	vrmfjxjpaj#序60000
竹批双耳	vupiuxerpa#序60000
争取成功	vgquiggsdg#序60000
争取成功	vgquiggsdl#序60000
整齐排列	vgqipdlpvd#序60000
正确解释	vgqtjpuiab#序60000
正确解释	vgqtjpuiap#序60000
正确指导	vgqtvidcac#序60000
正确指导	vgqtvidcas#序60000
追求奢侈	vvqqueiizr#序60000
追求一生	vvqqyiugzn#序60000
准确计算	vyqtjisrdv#序60000
自强精神	ziqxjkufpu#序60000
暂时不变	zjuibubmow#序60000
暂时不变	zjuibubmoy#序60000
暂时不变	zjuibubmrw#序60000
暂时不变	zjuibubmry#序60000
遭受挫折	zcubcovezf#序60000
遭受挫折	zcubcovezt#序60000
遭受打击	zcubdajiza#序60000
正式发票	vguifapnax#序60000
正式挂牌	vguigwpdap#序60000
正式启用	vguiqiysak#序60000
正式通车	vguitsieaa#序60000
直属企业	viuuqiyeal#序60000
直属企业	viuuqiyehl#序60000
直属企业	viuuqiyeul#序60000
只升不降	viugbujxke#序60000
只是刚才	viuighcdka#序60000
终身为奴	vsufwznusn#序60000
终生为父	vsugwzfusb#序60000
重视生态	vsuiugtdpx#序60000
重视实践	vsuiuijmpz#序60000
转手卖给	vrubmdgzis#序60000
准时赴约	vyuifuytds#序60000
着手实施	voubuiuiyf#序60000
自身条件	ziuftnjmpr#序60000
最受用户	zvubyshurd#序60000
赞叹不绝	zjtjbujtxs#序60000
折腾折腾	vetgvetgfy#序60000
折腾折腾	vetgvetgty#序60000
整体改制	vgtigdvivp#序60000
整体上看	vgtiuhkjvo#序60000
整体上看	vgtiuhkjvu#序60000
整体意识	vgtiyiuivy#序60000
只谈工作	vitjgszokr#序60000
专题新闻	vrtixlwfae#序60000
姿态各异	zitdgeyinc#序60000
姿态各异	zitdgeyins#序60000
总体需求	zstixuqqba#序60000
掌握规律	vhwogvlvdi#序60000
掌握规律	vhwogvlvui#序60000
掌握规律	vhwogvlvxi#序60000
掌握机会	vhwojihvdr#序60000
掌握机会	vhwojihvur#序60000
掌握机会	vhwojihvxr#序60000
掌握一门	vhwoyimfdd#序60000
掌握一门	vhwoyimfud#序60000
掌握一门	vhwoyimfxd#序60000
掌握正确	vhwovgqtdu#序60000
掌握正确	vhwovgqtuu#序60000
掌握正确	vhwovgqtxu#序60000
正往外走	vgwhwdzbat#序60000
职务高低	viwugcdier#序60000
自我反思	ziwofjsipt#序60000
自我反思	ziwofjsipx#序60000
造型别致	zcxkbpvizv#序60000
摘下帽子	vdxwmczifa#序60000
摘下帽子	vdxwmczifv#序60000
摘下帽子	vdxwmczita#序60000
摘下帽子	vdxwmczitv#序60000
战线工作	vjxmgszovr#序60000
这项发明	vexxfamkzr#序60000
这些站点	vexpvjdmzv#序60000
珍惜时光	vfxiuigxwe#序60000
珍惜时光	vfxiuigxwx#序60000
只需花费	vixuhwfzkf#序60000
滞销商品	vixnuhpldk#序60000
