---config@码表分类=主码-4
---config@允许编辑=是
---config@码表别名=低频简词
打开	dakd#序65000
送运	ssyy#序65000
魂淡	hydj#序65000
资道	zidc#序65000
学看	xtkj#序65000
可伤	keuh#序65000
催到	cvdc#序65000
叫会	jnhv#序65000
仙涛	xmtc#序65000
益益	yiyi#序65000
四雪	sixt#序65000
行如	xkru#序65000
充对	isdv#序65000
便口	bmkb#序65000
现省	xmug#序65000
接反	jpfj#序65000
必报	bibc#序65000
一梳	yiuu#序65000
刚退	ghtv#序65000
六袋	lqdd#序65000
呐上	nauh#序65000
掺乎	cjhu#序65000
眼唇	yjiy#序65000
只涂	vitu#序65000
安嘛	anma#序65000
送暖	ssnr#序65000
点贵	dmgv#序65000
点外	dmwd#序65000
宠得	isde#序65000
进看	jlkj#序65000
陆林	lull#序65000
裂掉	lpdn#序65000
饿醒	eexk#序65000
离大	lida#序65000
有音	ybyl#序65000
下望	xwwh#序65000
只服	vifu#序65000
假请	jwqk#序65000
输对	uudv#序65000
觉来	jtld#序65000
暗嘛	anma#序65000
子到	zidc#序65000
不头	butb#序65000
消完	xnwj#序65000
会藏	hvch#序65000
笔有	biyb#序65000
基演	jiyj#序65000
过脚	gojn#序65000
班住	bjvu#序65000
厨去	iuqu#序65000
代充	ddis#序65000
姐教	jpjn#序65000
打放	dafh#序65000
眼萌	yjmg#序65000
更坑	ggkg#序65000
开久	kdjq#序65000
先升	xmug#序65000
挂够	gwgb#序65000
感呐	gjna#序65000
阅阅	ytyt#序65000
按开	ankd#序65000
连信	lmxl#序65000
太服	tdfu#序65000
要纯	yciy#序65000
竞社	jkue#序65000
亿都	yidb#序65000
估读	gudu#序65000
比瘦	biub#序65000
白百	bdbd#序65000
打账	davh#序65000
起刀	qidc#序65000
多响	doxx#序65000
就方	jqfh#序65000
好顿	hcdy#序65000
高订	gcdk#序65000
一悠	yiyb#序65000
鸡群	jiqy#序65000
肌症	jivg#序65000
屋睡	wuuv#序65000
鬼丹	gvdj#序65000
一艺	yiyi#序65000
累要	lzyc#序65000
会陷	hvxm#序65000
角里	jnli#序65000
司雪	sixt#序65000
连碗	lmwj#序65000
下眼	xwyj#序65000
头待	tbdd#序65000
累多	lzdo#序65000
呃养	eeyh#序65000
出十	iuui#序65000
千花	qmhw#序65000
一训	yixy#序65000
这队	vedv#序65000
晚能	wjng#序65000
还端	hddr#序65000
分都	ffdb#序65000
单待	djdd#序65000
好争	hcvg#序65000
鸡炖	jidy#序65000
贱声	jmug#序65000
初去	iuqu#序65000
干想	gjxx#序65000
咱微	zjwz#序65000
就产	jqij#序65000
石聃	uidj#序65000
我腾	wotg#序65000
唇蜜	iymi#序65000
儿游	eryb#序65000
取对	qudv#序65000
临临	llll#序65000
我影	woyk#序65000
散入	sjru#序65000
济远	jiyr#序65000
云仙	yyxm#序65000
线用	xmys#序65000
小框	xnkx#序65000
机办	jibj#序65000
富佑	fuyb#序65000
市去	uiqu#序65000
那缴	najn#序65000
去免	qumm#序65000
升是	ugui#序65000
月评	ytpk#序65000
售保	ubbc#序65000
全产	qrij#序65000
输下	uuxw#序65000
金满	jlmj#序65000
借满	jpmj#序65000
去实	quui#序65000
及办	jibj#序65000
出体	iuti#序65000
数倒	uudc#序65000
见能	jmng#序65000
米点	midm#序65000
立省	liug#序65000
仪君	yijy#序65000
连牙	lmya#序65000
春妍	iyyj#序65000
会顶	hvdk#序65000
十去	uiqu#序65000
迦陵	jwlk#序65000
没件	mzjm#序65000
有研	ybyj#序65000
制水	viuv#序65000
斜点	xpdm#序65000
椅村	yicy#序65000
甘坑	gjkg#序65000
之者	vive#序65000
自靠	zikc#序65000
六机	lqji#序65000
实苦	uiku#序65000
人派	rfpd#序65000
浅井	qmjk#序65000
母庙	mumn#序65000
孤树	guuu#序65000
起望	qiwh#序65000
唾觉	tojt#序65000
问友	wfyb#序65000
以刷	yiuw#序65000
贵网	gvwh#序65000
段间	drjm#序65000
咯快	gekk#序65000
已暗	yian#序65000
淘越	tcyt#序65000
程璧	igbi#序65000
比岳	biyt#序65000
扶顺	fuuy#序65000
采宝	cdbc#序65000
独数	duuu#序65000
去义	quyi#序65000
挤鱼	jiyu#序65000
疗疗	lnln#序65000
千长	qmvh#序65000
中锐	vsrv#序65000
和康	hekh#序65000
梨林	lill#序65000
值回	vihv#序65000
储集	iuji#序65000
心苒	xlrj#序65000
蓝欣	ljxl#序65000
谢畅	xpih#序65000
换带	hrdd#序65000
声悦	ugyt#序65000
长寂	vhji#序65000
林穆	llmu#序65000
寒峰	hjfg#序65000
柴少	iduc#序65000
咽泣	yjqi#序65000
利县	lixm#序65000
威生	wzug#序65000
回虎	hvhu#序65000
严琪	yjqi#序65000
御孙	yusy#序65000
打柏	dabd#序65000
今圆	jlyr#序65000
致志	vivi#序65000
文便	wfbm#序65000
毛脸	mclm#序65000
陶夔	tckv#序65000
鱼想	yuxx#序65000
跃到	ytdc#序65000
紧擦	jlca#序65000
蔡冒	cdmc#序65000
灰雁	hvyj#序65000
主祷	vudc#序65000
茶女	ianv#序65000
纳莎	naua#序65000
向树	xxuu#序65000
狐蝶	hudp#序65000
元勋	yrxy#序65000
勤练	qllm#序65000
喧嚷	xrrh#序65000
奢谈	uetj#序65000
娼妓	ihji#序65000
拉抬	latd#序65000
拥趸	ysdy#序65000
杀灭	uamp#序65000
欢畅	hrih#序65000
生吞	ugty#序65000
简繁	jmfj#序65000
缄默	jmmo#序65000
茶饭	iafj#序65000
虚妄	xuwh#序65000
败走	bdzb#序65000
赤手	iiub#序65000
迎头	yktb#序65000
酥胸	suxs#序65000
非难	fznj#序65000
鞋油	xpyb#序65000
摘编	vdbm#序65000
库等	kudg#序65000
江干	jxgj#序65000
呋喃	funj#序65000
杰拉	jpla#序65000
集萃	jicv#序65000
波又	boyb#序65000
减让	jmrh#序65000
各户	gehu#序65000
母线	muxm#序65000
随俗	svsu#序65000
半露	bjlu#序65000
辽金	lnjl#序65000
管炎	gryj#序65000
幼军	ybjy#序65000
城更	iggg#序65000
丝状	sivx#序65000
流散	lqsj#序65000
群狼	qylh#序65000
奥卡	aoka#序65000
罗等	lodg#序65000
混凝	hynk#序65000
寡母	gwmu#序65000
盖碗	gdwj#序65000
筹组	ibzu#序65000
催讨	cvtc#序65000
柳荫	lqyl#序65000
游春	ybiy#序65000
米袋	midd#序65000
珠翠	vucv#序65000
观风	grfg#序65000
陷坑	xmkg#序65000
都县	dbxm#序65000
军万	jywj#序65000
地租	dizu#序65000
叶轮	yely#序65000
巷陌	xxmo#序65000
止水	viuv#序65000
依此	yici#序65000
始料	uiln#序65000
精盐	jkyj#序65000
依存	yicy#序65000
故称	guig#序65000
呓语	yiyu#序65000
之志	vivi#序65000
串起	irqi#序65000
移转	yivr#序65000
骏捷	jyjp#序65000
初起	iuqi#序65000
凄楚	qiiu#序65000
陇海	lshd#序65000
已阅	yiyt#序65000
不忿	buff#序65000
讳言	hvyj#序65000
孤灯	gudg#序65000
市况	uikx#序65000
后堂	hbth#序65000
流尽	lqjl#序65000
辅仁	furf#序65000
线束	xmuu#序65000
透骨	tbgu#序65000
船期	irqi#序65000
时宜	uiyi#序65000
喝斥	heii#序65000
上溯	uhsu#序65000
遗诏	yivc#序65000
借方	jpfh#序65000
痴人	iirf#序65000
疾呼	jihu#序65000
宜于	yiyu#序65000
长臂	vhbi#序65000
只由	viyb#序65000
天绝	tmjt#序65000
奇术	qiuu#序65000
诈欺	vaqi#序65000
隆鑫	lsxl#序65000
为纲	wzgh#序65000
汁水	viuv#序65000
施予	uiyu#序65000
实足	uizu#序65000
继往	jiwh#序65000
酒坊	jqfh#序65000
韬奋	tcff#序65000
韶光	ucgx#序65000
巡弋	xyyi#序65000
低产	diij#序65000
变厚	bmhb#序65000
延宕	yjdh#序65000
滴丸	diwj#序65000
裆部	dhbu#序65000
麻棉	mamm#序65000
危殆	wzdd#序65000
程英	igyk#序65000
福神	fuuf#序65000
斑疹	bjvf#序65000
古登	gudg#序65000
国殇	gouh#序65000
计财	jicd#序65000
托米	tomi#序65000
戏装	xivx#序65000
净菜	jkcd#序65000
琴酒	qljq#序65000
龙音	lsyl#序65000
思克	sike#序65000
解缆	jplj#序65000
湿软	uirr#序65000
楚地	iudi#序65000
治活	viho#序65000
半本	bjbf#序65000
剔掉	tidn#序65000
不擅	buuj#序65000
断剑	drjm#序65000
气粗	qicu#序65000
微亏	wzkv#序65000
满溢	mjyi#序65000
取意	quyi#序65000
前掌	qmvh#序65000
洪升	hsug#序65000
控罪	kszv#序65000
搬楼	bjlb#序65000
蒙错	mgco#序65000
锡剧	xiju#序65000
金碗	jlwj#序65000
号灯	hcdg#序65000
余存	yucy#序65000
最堪	zvkj#序65000
柞水	vauv#序65000
啄米	vomi#序65000
素馅	suxm#序65000
时蔬	uiuu#序65000
锡婚	xihy#序65000
住读	vudu#序65000
床腿	ixtv#序65000
半盆	bjpf#序65000
岁出	sviu#序65000
大害	dahd#序65000
旧教	jqjn#序65000
假案	jwan#序65000
起敬	qijk#序65000
显能	xmng#序65000
窝家	wojw#序65000
称体	igti#序65000
林阴	llyl#序65000
语用	yuys#序65000
昭明	vcmk#序65000
一编	yibm#序65000
总号	zshc#序65000
格数	geuu#序65000
项数	xxuu#序65000
妄下	whxw#序65000
波美	bomz#序65000
妇男	funj#序65000
过盛	goug#序65000
痴然	iirj#序65000
出齐	iuqi#序65000
尖脸	jmlm#序65000
娇丽	jnli#序65000
科名	kemk#序65000
签退	qmtv#序65000
全散	qrsj#序65000
心脾	xlpi#序65000
向度	xxdu#序65000
旬邑	xyyi#序65000
尹俊	yljy#序65000
时疫	uiyi#序65000
澄明	igmk#序65000
下厂	xwih#序65000
多石	doui#序65000
焊上	hjuh#序65000
假领	jwlk#序65000
四孔	siks#序65000
卧下	woxw#序65000
武定	wudk#序65000
雷音	lzyl#序65000
前扑	qmpu#序65000
借看	jpkj#序65000
仅让	jlrh#序65000
充磁	isci#序65000
急雨	jiyu#序65000
立显	lixm#序65000
奥华	aohw#序65000
八云	bayy#序65000
保标	bcbn#序65000
被授	bzub#序65000
部图	butu#序65000
插旗	iaqi#序65000
车匙	ieui#序65000
成何	ighe#序65000
程婴	igyk#序65000
出纸	iuvi#序65000
大炳	dabk#序65000
堵气	duqi#序65000
反得	fjde#序65000
芬顿	ffdy#序65000
冯君	fgjy#序65000
父神	fuuf#序65000
各唱	geih#序65000
恭城	gsig#序65000
固城	guig#序65000
关楼	grlb#序65000
好康	hckh#序65000
和岗	hegh#序65000
火猴	hohb#序65000
积层	jicg#序65000
继强	jiqx#序65000
几盏	jivj#序65000
渐生	jmug#序65000
结单	jpdj#序65000
金园	jlyr#序65000
经社	jkue#序65000
刻面	kemm#序65000
练金	lmjl#序65000
罗斌	lobl#序65000
罗涛	lotc#序65000
每见	mzjm#序65000
歧山	qiuj#序65000
千步	qmbu#序65000
摄去	uequ#序65000
神论	ufly#序65000
声似	ugui#序65000
尸毒	uidu#序65000
十具	uiju#序65000
使因	uiyl#序65000
使于	uiyu#序65000
疏堵	uudu#序65000
树军	uujy#序65000
死会	sihv#序65000
宿县	suxm#序65000
锁扣	sokb#序65000
西虹	xihs#序65000
下板	xwbj#序65000
先讨	xmtc#序65000
箱数	xxuu#序65000
箱装	xxvx#序65000
晓聪	xncs#序65000
心研	xlyj#序65000
崖城	yaig#序65000
延昌	yjih#序65000
燕好	yjhc#序65000
眼精	yjjk#序65000
一瞄	yimn#序65000
以群	yiqy#序65000
宜在	yizd#序65000
用唇	ysiy#序65000
又咽	ybyj#序65000
只养	viyh#序65000
志哲	vive#序65000
自存	zicy#序65000
刚风	ghfg#序65000
高鼎	gcdk#序65000
棋道	qidc#序65000
集于	jiyu#序65000
酸醋	srcu#序65000
一削	yixt#序65000
益优	yiyb#序65000
首杯	ubbz#序65000
抱守	bcub#序65000
失率	uilv#序65000
疑有	yiyb#序65000
六金	lqjl#序65000
梅代	mzdd#序65000
余英	yuyk#序65000
镇付	vffu#序65000
董开	dskd#序65000
时派	uipd#序65000
电对	dmdv#序65000
墓现	muxm#序65000
未挂	wzgw#序65000
邱稚	qqvi#序65000
吉色	jise#序65000
闪步	ujbu#序65000
涉犯	uefj#序65000
复温	fuwf#序65000
虎坊	hufh#序65000
献声	xmug#序65000
此美	cimz#序65000
既征	jivg#序65000
游韵	ybyy#序65000
幼鱼	ybyu#序65000
十已	uiyi#序65000
产研	ijyj#序65000
娇蛮	jnmj#序65000
席家	xijw#序65000
渡店	dudm#序65000
燕珊	yjuj#序65000
汉宇	hjyu#序65000
施害	uihd#序65000
为云	wzyy#序65000
三东	sjds#序65000
绝胜	jtug#序65000
只治	vivi#序65000
趋严	quyj#序65000
烟企	yjqi#序65000
已育	yiyu#序65000
因城	ylig#序65000
为港	wzgh#序65000
高宁	gcnk#序65000
三洞	sjds#序65000
苏农	suns#序65000
企去	qiqu#序65000
广等	gxdg#序65000
闽商	mluh#序65000
称应	igyk#序65000
苏县	suxm#序65000
溪语	xiyu#序65000
博来	bold#序65000
一羽	yiyu#序65000
回甘	hvgj#序65000
补身	buuf#序65000
前花	qmhw#序65000
己予	jiyu#序65000
西邮	xiyb#序65000
警称	jkig#序65000
福茂	fumc#序65000
方认	fhrf#序65000
卫岗	wzgh#序65000
十不	uibu#序65000
现尚	xmuh#序65000
删图	ujtu#序65000
加慢	jwmj#序65000
清山	qkuj#序65000
星爸	xkba#序65000
基兰	jilj#序65000
智酷	viku#序65000
威华	wzhw#序65000
危化	wzhw#序65000
撤市	ieui#序65000
查济	iaji#序65000
制制	vivi#序65000
加键	jwjm#序65000
新润	xlry#序65000
沉于	ifyu#序65000
德超	deic#序65000
贤湖	xmhu#序65000
放稳	fhwf#序65000
破净	pojk#序65000
名剪	mkjm#序65000
巴洲	bavb#序65000
嘟起	duqi#序65000
将公	jxgs#序65000
制在	vizd#序65000
许娟	xujr#序65000
青杉	qkuj#序65000
长丁	vhdk#序65000
宛运	wjyy#序65000
互当	hudh#序65000
斜店	xpdm#序65000
无冕	wumm#序65000
怡怡	yiyi#序65000
博雷	bolz#序65000
传其	irqi#序65000
照拍	vcpd#序65000
鱼村	yucy#序65000
沃佳	wojw#序65000
梦田	mgtm#序65000
主买	vumd#序65000
以招	yivc#序65000
昆汀	kytk#序65000
指互	vihu#序65000
吉源	jiyr#序65000
剧会	juhv#序65000
以案	yian#序65000
戴敏	ddml#序65000
十虎	uihu#序65000
一海	yihd#序65000
冯店	fgdm#序65000
药于	ycyu#序65000
到目	dcmu#序65000
其远	qiyr#序65000
每千	mzqm#序65000
真木	vfmu#序65000
华福	hwfu#序65000
艾娃	aiwa#序65000
一刺	yici#序65000
史派	uipd#序65000
坚若	jmro#序65000
林翠	llcv#序65000
潘神	pjuf#序65000
皮有	piyb#序65000
爱肤	aifu#序65000
看熟	kjuu#序65000
太辅	tdfu#序65000
回梦	hvmg#序65000
之瞳	vits#序65000
粪斗	ffdb#序65000
吉赛	jisd#序65000
诗读	uidu#序65000
多贱	dojm#序65000
尤腊	ybla#序65000
牛死	nqsi#序65000
研大	yjda#序65000
我佳	wojw#序65000
朱慧	vuhv#序65000
蒲杰	pujp#序65000
叫弟	jndi#序65000
败败	bdbd#序65000
谢雨	xpyu#序65000
反天	fjtm#序65000
鹅鹅	eeee#序65000
省呐	ugna#序65000
康婷	khtk#序65000
瞎放	xwfh#序65000
卡快	kakk#序65000
雷月	lzyt#序65000
鱼炖	yudy#序65000
康英	khyk#序65000
机图	jitu#序65000
真衣	vfyi#序65000
佳俊	jwjy#序65000
灭天	mptm#序65000
何康	hekh#序65000
吉步	jibu#序65000
石对	uidv#序65000
烟鸟	yjnn#序65000
生呐	ugna#序65000
竞成	jkig#序65000
冯晨	fgif#序65000
武关	wugr#序65000
烟村	yjcy#序65000
积碳	jitj#序65000
歌快	gekk#序65000
程越	igyt#序65000
郭豪	gohc#序65000
亲脸	qllm#序65000
七去	qiqu#序65000
老彪	lcbn#序65000
杜凯	dukd#序65000
记满	jimj#序65000
停太	tktd#序65000
澡澡	zczc#序65000
齐静	qijk#序65000
去主	quvu#序65000
习哥	xige#序65000
文鸣	wfmk#序65000
孟楷	mgkd#序65000
我晓	woxn#序65000
玉云	yuyy#序65000
歼三	jmsj#序65000
鼓上	guuh#序65000
唱伍	ihwu#序65000
爱图	aitu#序65000
石丹	uidj#序65000
几色	jise#序65000
徐楠	xunj#序65000
目目	mumu#序65000
柳市	lqui#序65000
一茹	yiru#序65000
起请	qiqk#序65000
收猪	ubvu#序65000
苏毅	suyi#序65000
我程	woig#序65000
用物	yswu#序65000
打唐	dath#序65000
减角	jmjn#序65000
姚末	ycmo#序65000
脱嘛	toma#序65000
四拍	sipd#序65000
问边	wfbm#序65000
大凯	dakd#序65000
雅诚	yaig#序65000
毁梦	hvmg#序65000
邻邻	llll#序65000
高莹	gcyk#序65000
廖心	lnxl#序65000
严标	yjbn#序65000
由村	ybcy#序65000
桐林	tsll#序65000
牙上	yauh#序65000
亚坤	yaky#序65000
搜同	sbts#序65000
一牌	yipd#序65000
唐婷	thtk#序65000
卢印	luyl#序65000
彭写	pgxp#序65000
可晴	keqk#序65000
彭云	pgyy#序65000
何浩	hehc#序65000
佳彦	jwyj#序65000
喜军	xijy#序65000
拥刚	ysgh#序65000
电会	dmhv#序65000
得超	deic#序65000
以茹	yiru#序65000
娇妍	jnyj#序65000
吴训	wuxy#序65000
坐飞	zofz#序65000
真损	vfsy#序65000
郁定	yudk#序65000
罗琴	loql#序65000
一燕	yiyj#序65000
姐上	jpuh#序65000
仙降	xmjx#序65000
骚妹	scmz#序65000
交定	jndk#序65000
纸折	vive#序65000
细水	xiuv#序65000
画鱼	hwyu#序65000
措是	coui#序65000
宋璐	sslu#序65000
腰会	ychv#序65000
县去	xmqu#序65000
莲山	lmuj#序65000
通盛	tsug#序65000
苏娴	suxm#序65000
好收	hcub#序65000
徐富	xufu#序65000
回厂	hvih#序65000
我顿	wody#序65000
忽扇	huuj#序65000
琴晚	qlwj#序65000
赠机	zgji#序65000
之虎	vihu#序65000
实部	uibu#序65000
京承	jkig#序65000
火读	hodu#序65000
山虎	ujhu#序65000
冒点	mcdm#序65000
节归	jpgv#序65000
要庄	ycvx#序65000
吸红	xihs#序65000
基虎	jihu#序65000
歌场	geih#序65000
莲音	lmyl#序65000
抽住	ibvu#序65000
触频	iupl#序65000
康兴	khxk#序65000
前怕	qmpa#序65000
谢有	xpyb#序65000
母上	muuh#序65000
爆走	bczb#序65000
喝坏	hehk#序65000
临进	lljl#序65000
一娄	yilb#序65000
过省	goug#序65000
仙墓	xmmu#序65000
批有	piyb#序65000
甲求	jwqq#序65000
宿言	suyj#序65000
扉门	fzmf#序65000
封尘	fgif#序65000
回互	hvhu#序65000
收加	ubjw#序65000
祝霜	vuux#序65000
即系	jixi#序65000
友群	ybqy#序65000
舞侠	wuxw#序65000
简言	jmyj#序65000
熟质	uuvi#序65000
三猫	sjmc#序65000
马长	mavh#序65000
聊有	lnyb#序65000
哎少	aiuc#序65000
歇阳	xpyh#序65000
成悦	igyt#序65000
户阳	huyh#序65000
五观	wugr#序65000
英有	ykyb#序65000
拿条	natn#序65000
齐庆	qiqk#序65000
婚订	hydk#序65000
因省	ylug#序65000
返单	fjdj#序65000
桑彤	shts#序65000
环溪	hrxi#序65000
互网	huwh#序65000
兰蓝	ljlj#序65000
摘突	vdtu#序65000
暗呐	anna#序65000
行住	xkvu#序65000
吆看	yckj#序65000
透润	tbry#序65000
也样	yeyh#序65000
没贷	mzdd#序65000
银铺	ylpu#序65000
哥忙	gemh#序65000
还病	hdbk#序65000
整对	vgdv#序65000
打兵	dabk#序65000
行吃	xkii#序65000
理啦	lila#序65000
以买	yimd#序65000
关对	grdv#序65000
吃午	iiwu#序65000
正搁	vgge#序65000
细讲	xijx#序65000
辩友	bmyb#序65000
吃头	iitb#序65000
高补	gcbu#序65000
使橘	uiju#序65000
检货	jmho#序65000
艳双	yjux#序65000
香酱	xxjx#序65000
提人	tirf#序65000
热对	redv#序65000
气往	qiwh#序65000
没欠	mzqm#序65000
两厌	lxyj#序65000
显山	xmuj#序65000
打防	dafh#序65000
会护	hvhu#序65000
微晕	wzyy#序65000
青丘	qkqq#序65000
部人	burf#序65000
我假	wojw#序65000
挺密	tkmi#序65000
个灯	gedg#序65000
服都	fudb#序65000
连眼	lmyj#序65000
找代	vcdd#序65000
固液	guye#序65000
弟带	didd#序65000
真纳	vfna#序65000
野野	yeye#序65000
烟山	yjuj#序65000
值周	vivb#序65000
判判	pjpj#序65000
这撑	veig#序65000
进量	jllx#序65000
矮点	aidm#序65000
掌事	vhui#序65000
弟开	dikd#序65000
管报	grbc#序65000
扎会	vahv#序65000
爆痘	bcdb#序65000
昌旭	ihxu#序65000
值才	vicd#序65000
加都	jwdb#序65000
边游	bmyb#序65000
基护	jihu#序65000
课听	ketk#序65000
受怕	ubpa#序65000
巨快	jukk#序65000
你校	nixn#序65000
判有	pjyb#序65000
时放	uifh#序65000
艺艺	yiyi#序65000
直采	vicd#序65000
严到	yjdc#序65000
这哭	veku#序65000
舞馆	wugr#序65000
调对	dndv#序65000
完花	wjhw#序65000
没年	mznm#序65000
真呐	vfna#序65000
读熟	duuu#序65000
对存	dvcy#序65000
咱为	zjwz#序65000
看满	kjmj#序65000
建满	jmmj#序65000
设是	ueui#序65000
莹姐	ykjp#序65000
会反	hvfj#序65000
大仗	davh#序65000
单补	djbu#序65000
可轻	keqk#序65000
留面	lqmm#序65000
钱白	qmbd#序65000
变都	bmdb#序65000
不壮	buvx#序65000
够玩	gbwj#序65000
证对	vgdv#序65000
古生	guug#序65000
开谈	kdtj#序65000
好物	hcwu#序65000
连闪	lmuj#序65000
玉床	yuix#序65000
臊眉	scmz#序65000
厚养	hbyh#序65000
重绘	ishv#序65000
进舱	jlch#序65000
一迈	yimd#序65000
反文	fjwf#序65000
一瓷	yici#序65000
审保	ufbc#序65000
包收	bcub#序65000
完帐	wjvh#序65000
免险	mmxm#序65000
季办	jibj#序65000
提土	titu#序65000
识读	uidu#序65000
故是	guui#序65000
来近	ldjl#序65000
业业	yeye#序65000
思通	sits#序65000
购满	gbmj#序65000
叫单	jndj#序65000
升越	ugyt#序65000
急慢	jimj#序65000
非文	fzwf#序65000
产是	ijui#序65000
数智	uuvi#序65000
胜优	ugyb#序65000
免年	mmnm#序65000
或放	hofh#序65000
取金	qujl#序65000
那较	najn#序65000
意害	yihd#序65000
期暂	qizj#序65000
期选	qixr#序65000
呃社	eeue#序65000
于花	yuhw#序65000
种成	vsig#序65000
有顺	ybuy#序65000
只贷	vidd#序65000
丝派	sipd#序65000
险降	xmjx#序65000
智荟	vihv#序65000
健养	jmyh#序65000
找明	vcmk#序65000
投付	tbfu#序65000
送东	ssds#序65000
春驰	iyii#序65000
双木	uxmu#序65000
银树	yluu#序65000
冒签	mcqm#序65000
签掉	qmdn#序65000
下演	xwyj#序65000
乙一	yiyi#序65000
相伟	xxwz#序65000
回完	hvwj#序65000
谈润	tjry#序65000
路带	ludd#序65000
说夫	uofu#序65000
回晚	hvwj#序65000
立心	lixl#序65000
一俗	yisu#序65000
爱养	aiyh#序65000
圆寸	yrcy#序65000
活让	horh#序65000
沪生	huug#序65000
呃性	eexk#序65000
少魂	uchy#序65000
审报	ufbc#序65000
善林	ujll#序65000
金滩	jltj#序65000
十趟	uith#序65000
单台	djtd#序65000
钟林	vsll#序65000
章氏	vhui#序65000
主让	vurh#序65000
习家	xijw#序65000
宫古	gsgu#序65000
过灯	godg#序65000
久放	jqfh#序65000
鲁梁	lulx#序65000
盐晶	yjjk#序65000
赤乌	iiwu#序65000
有隐	ybyl#序65000
醒迟	xkii#序65000
钱范	qmfj#序65000
捕来	buld#序65000
使手	uiub#序65000
公生	gsug#序65000
秘不	mibu#序65000
画佛	hwfu#序65000
饥苦	jiku#序65000
正个	vgge#序65000
输死	uusi#序65000
吕琴	lvql#序65000
先曲	xmqu#序65000
喜静	xijk#序65000
陀子	tozi#序65000
亦匆	yics#序65000
出明	iumk#序65000
陶埙	tcxy#序65000
整歌	vgge#序65000
价请	jwqk#序65000
天带	tmdd#序65000
边首	bmub#序65000
齐代	qidd#序65000
绿伍	lvwu#序65000
以痛	yits#序65000
诗用	uiys#序65000
惜君	xijy#序65000
唧歌	jige#序65000
洗魂	xihy#序65000
德越	deyt#序65000
求款	qqkr#序65000
鸡首	jiub#序65000
蓝染	ljrj#序65000
简兰	jmlj#序65000
曲慢	qumj#序65000
燕顺	yjuy#序65000
今冷	jllg#序65000
财猫	cdmc#序65000
驴肚	lvdu#序65000
智糖	vith#序65000
美年	mznm#序65000
机鱼	jiyu#序65000
护踝	huhk#序65000
深鱼	ufyu#序65000
益贷	yidd#序65000
只具	viju#序65000
越招	ytvc#序65000
超夫	icfu#序65000
屏灭	pkmp#序65000
栗树	liuu#序65000
船木	irmu#序65000
悠油	ybyb#序65000
黎春	liiy#序65000
苏异	suyi#序65000
时羽	uiyu#序65000
机订	jidk#序65000
纪粹	jicv#序65000
换王	hrwh#序65000
石滚	uigy#序65000
找枫	vcfg#序65000
花慎	hwuf#序65000
信彦	xlyj#序65000
真山	vfuj#序65000
提树	tiuu#序65000
找雨	vcyu#序65000
岳悦	ytyt#序65000
言皓	yjhc#序65000
潇磊	xnlz#序65000
廖羽	lnyu#序65000
志者	vive#序65000
蜜朵	mido#序65000
郭纯	goiy#序65000
许从	xucs#序65000
红胜	hsug#序65000
骆敏	loml#序65000
建帆	jmfj#序65000
象象	xxxx#序65000
胜品	ugpl#序65000
邓戴	dgdd#序65000
郑昌	vgih#序65000
庆满	qkmj#序65000
回干	hvgj#序65000
云下	yyxw#序65000
树盖	uugd#序65000
打采	dacd#序65000
忽聚	huju#序65000
树正	uuvg#序65000
吴皋	wugc#序65000
鹰愁	ykib#序65000
一君	yijy#序65000
从草	cscc#序65000
激水	jiuv#序65000
齐军	qijy#序65000
书边	uubm#序65000
渗满	ufmj#序65000
军毯	jytj#序65000
鱼绳	yuug#序65000
替云	tiyy#序65000
使足	uizu#序65000
扎满	vamj#序65000
正织	vgvi#序65000
溪声	xiug#序65000
豆麦	dbmd#序65000
刀数	dcuu#序65000
巨声	juug#序65000
挑嘴	tnzv#序65000
服罪	fuzv#序65000
气焰	qiyj#序65000
泄欲	xpyu#序65000
短见	drjm#序65000
笔帽	bimc#序65000
筹募	ibmu#序65000
记挂	jigw#序65000
逃遁	tcdy#序65000
酬宾	ibbl#序65000
风纪	fgji#序65000
威刚	wzgh#序65000
烟标	yjbn#序65000
粉等	ffdg#序65000
虎网	huwh#序65000
愈多	yudo#序65000
产蛋	ijdj#序65000
政民	vgml#序65000
年销	nmxn#序65000
机耕	jigg#序65000
换档	hrdh#序65000
克明	kemk#序65000
言道	yjdc#序65000
考风	kcfg#序65000
逐浪	vulh#序65000
他躺	tath#序65000
新双	xlux#序65000
先科	xmke#序65000
门县	mfxm#序65000
夜蛾	yeee#序65000
乍起	vaqi#序65000
即让	jirh#序65000
缫丝	scsi#序65000
蒋经	jxjk#序65000
劣药	lpyc#序65000
总耗	zshc#序65000
快当	kkdh#序65000
冠生	grug#序65000
争辉	vghv#序65000
逐句	vuju#序65000
波分	boff#序65000
压条	yatn#序65000
住让	vurh#序65000
牛膝	nqxi#序65000
眼盯	yjdk#序65000
绝产	jtij#序65000
锚链	mclm#序65000
锣声	loug#序65000
团扇	truj#序65000
远遁	yrdy#序65000
棕黄	zshx#序65000
白口	bdkb#序65000
刀魂	dchy#序65000
头伏	tbfu#序65000
允准	yyvy#序65000
纤巧	xmqn#序65000
遗赠	yizg#序65000
巨万	juwj#序65000
语声	yuug#序65000
堡主	bcvu#序65000
处子	iuzi#序65000
盛誉	ugyu#序65000
股数	guuu#序65000
时势	uiui#序65000
